SL,Monomer 1,Monomer 2,Output_text,Group1,Group2,Temperature,Tg,Er,Prompt
11,C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C,C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCC(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCC(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCC(C)C(=O)OCCOCCOCCOCCOCCO,"Here's a TSMP that matches your request:
Monomer 1 (contains C=C): C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C
Monomer 2 (contains C=C): C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCC(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCC(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCC(C)C(=O)OCCOCCOCCOCCOCCO",vinyl(C=C),vinyl(C=C),0.3,200,27,"Suggest a TSMP system that satisfies Tg = 200°C and Er = 27 MPa, incorporating vinyl(C=C) and vinyl(C=C) functionalities."
12,C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C,C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C,"Here's a pair of monomers fulfilling the criteria of Tg = 200°C, Er = 27Mpa, and containing C=C groups:
Monomer 1: C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C
Monomer 2: C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C",vinyl(C=C),vinyl(C=C),0.3,200,27,"Suggest a TSMP system that satisfies Tg = 200°C and Er = 27 MPa, incorporating vinyl(C=C) and vinyl(C=C) functionalities."
13,C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C,C=C(C)C(=C)OCOCCOC(=O)C(=C)C,"Here's a TSMP that matches your request:
Monomer 1 (rich in C=C): C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C
Monomer 2 (rich in C=C): C=C(C)C(=C)OCOCCOC(=O)C(=C)C",vinyl(C=C),vinyl(C=C),0.3,200,27,"Suggest a TSMP system that satisfies Tg = 200°C and Er = 27 MPa, incorporating vinyl(C=C) and vinyl(C=C) functionalities."
14,C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C,C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C,"Here's a pair of monomers fulfilling the criteria of Tg = 200°C, Er = 27Mpa, and containing C=C groups:
Monomer 1: C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C
Monomer 2: C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C",vinyl(C=C),vinyl(C=C),0.3,200,27,"Suggest a TSMP system that satisfies Tg = 200°C and Er = 27 MPa, incorporating vinyl(C=C) and vinyl(C=C) functionalities."
15,C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C,C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCC(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCC(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCC(C),"Here's a pair of monomers fulfilling the criteria of Tg = 200°C, Er = 27Mpa, and containing C=C groups:
Monomer 1: C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C
Monomer 2: C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCC(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCC(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCC(C)",vinyl(C=C),vinyl(C=C),0.3,200,27,"Suggest a TSMP system that satisfies Tg = 200°C and Er = 27 MPa, incorporating vinyl(C=C) and vinyl(C=C) functionalities."
16,C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C,C=Cc1cccc(C=C)c1,"Here's a pair of monomers fulfilling the criteria of Tg = 100°C, Er = 100Mpa, and containing C=C(C=O)/C=C groups:
Monomer 1: C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C
Monomer 2: C=Cc1cccc(C=C)c1",acrylate(C=C(C=O)),vinyl(C=C),0.3,100,100,Design a shape memory polymer with Tg ≈ 100°C and Er ≈ 100 MPa that includes acrylate(C=C(C=O)) and vinyl(C=C) groups.
17,C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C,C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C,"Here's a pair of monomers fulfilling the criteria of Tg = 100°C, Er = 100Mpa, and containing C=C(C=O)/C=C groups:
Monomer 1: C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C
Monomer 2: C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C",acrylate(C=C(C=O)),vinyl(C=C),0.3,100,100,Design a shape memory polymer with Tg ≈ 100°C and Er ≈ 100 MPa that includes acrylate(C=C(C=O)) and vinyl(C=C) groups.
18,C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C,C=Cc1cccc(C=C)c1,"Here's a pair of monomers fulfilling the criteria of Tg = 100°C, Er = 100Mpa, and containing C=C(C=O)/C=C groups:
Monomer 1: C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C
Monomer 2: C=Cc1cccc(C=C)c1",acrylate(C=C(C=O)),vinyl(C=C),0.3,100,100,Design a shape memory polymer with Tg ≈ 100°C and Er ≈ 100 MPa that includes acrylate(C=C(C=O)) and vinyl(C=C) groups.
19,C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C, C=Cc1cccc(C=C)c1,"Here's a pair of monomers fulfilling the criteria of Tg = 100°C, Er = 100Mpa, and containing C=C(C=O)/C=C groups:
Monomer 1: C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C
Monomer 2: C=Cc1cccc(C=C)c1",acrylate(C=C(C=O)),vinyl(C=C),0.3,100,100,Design a shape memory polymer with Tg ≈ 100°C and Er ≈ 100 MPa that includes acrylate(C=C(C=O)) and vinyl(C=C) groups.
20,C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C,C=CCOCC(CO)(COCC=C)COCC=C,"Here's a pair of monomers fulfilling the criteria of Tg = 100°C, Er = 100Mpa, and containing C=C(C=O)/C=C groups:
Monomer 1: C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C
Monomer 2: C=CCOCC(CO)(COCC=C)COCC=C",acrylate(C=C(C=O)),vinyl(C=C),0.3,100,100,Design a shape memory polymer with Tg ≈ 100°C and Er ≈ 100 MPa that includes acrylate(C=C(C=O)) and vinyl(C=C) groups.
21,C=CCc1ccccc1OCC(O)COC(=O)Cc3ccc(C(=O)OCC(O)COc2ccccc2CC=C)cc3,C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C,"Here's a TSMP that matches your request:
Monomer 1 (C=C): C=CCc1ccccc1OCC(O)COC(=O)Cc3ccc(C(=O)OCC(O)COc2ccccc2CC=C)cc3
Monomer 2 (C=C(C=O)): C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C",vinyl(C=C),hydroxyl(=O),0.3,50,20,"Suggest a TSMP system that satisfies Tg = 50°C and Er = 20 MPa, incorporating vinyl(C=C) and hydroxyl(=O) functionalities."
22,C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C,C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C,"Here's a pair of monomers fulfilling the criteria of Tg = 50°C, Er = 20Mpa, and containing C=C/CO groups:
Monomer 1: C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C
Monomer 2: C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C",vinyl(C=C),hydroxyl(=O),0.3,50,20,"Suggest a TSMP system that satisfies Tg = 50°C and Er = 20 MPa, incorporating vinyl(C=C) and hydroxyl(=O) functionalities."
23,C=C(C)C(=O)OCC(O)COc2ccc(C(C)(C)c1ccc(OCC(O)COC(=O)C(=C)C)cc1)cc2,C=CC(=O)OCCn1c(=O)n(CCOC(=O)C=C)c(=O)n(CCOC(=O)C=C)c1=O,"Here's a pair of monomers fulfilling the criteria of Tg = 50°C, Er = 20Mpa, and containing C=C/CO groups:
Monomer 1: C=C(C)C(=O)OCC(O)COc2ccc(C(C)(C)c1ccc(OCC(O)COC(=O)C(=C)C)cc1)cc2
Monomer 2: C=CC(=O)OCCn1c(=O)n(CCOC(=O)C=C)c(=O)n(CCOC(=O)C=C)c1=O",vinyl(C=C),hydroxyl(=O),0.3,50,20,"Suggest a TSMP system that satisfies Tg = 50°C and Er = 20 MPa, incorporating vinyl(C=C) and hydroxyl(=O) functionalities."
24,C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C,C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C,"Here's a pair of monomers fulfilling the criteria of Tg = 50°C, Er = 20Mpa, and containing C=C/CO groups:
Monomer 1: C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C
Monomer 2: C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C",vinyl(C=C),hydroxyl(=O),0.3,50,20,"Suggest a TSMP system that satisfies Tg = 50°C and Er = 20 MPa, incorporating vinyl(C=C) and hydroxyl(=O) functionalities."
25,C=C(C)C(=O)OCC(O)COc2ccc(C(C)(C)c1ccc(OCC(O)COC(=O)C(=C)C)cc1)cc2,C=CC(=O)OCCn1c(=O)n(CCOC(=O)C=C)c(=O)n(CCOC(=O)C=C)c1=O,"Here's a pair of monomers fulfilling the criteria of Tg = 50°C, Er = 20Mpa, and containing C=C/CO groups:
Monomer 1: C=C(C)C(=O)OCC(O)COc2ccc(C(C)(C)c1ccc(OCC(O)COC(=O)C(=C)C)cc1)cc2
Monomer 2: C=CC(=O)OCCn1c(=O)n(CCOC(=O)C=C)c(=O)n(CCOC(=O)C=C)c1=O",vinyl(C=C),hydroxyl(=O),0.3,50,20,"Suggest a TSMP system that satisfies Tg = 50°C and Er = 20 MPa, incorporating vinyl(C=C) and hydroxyl(=O) functionalities."
26,CCCCCCCCC1OC1CCCCCCCC(=O)OCC(COC(=O)CCCCCCCC2OC2CC3OC3CC4OC4CC)OC(=O)CCCCCCCC5OC5CC6OC6CC7OC7CC,CCC(COCC(C)COCC(C)N)(COCC(C)OCC(C)N)COCC(C)OCC(C)N,"Here's a pair of monomers fulfilling the criteria of Tg = 100°C, Er = 40Mpa, and containing C1OC1/NC groups:
Monomer 1: CCCCCCCCC1OC1CCCCCCCC(=O)OCC(COC(=O)CCCCCCCC2OC2CC3OC3CC4OC4CC)OC(=O)CCCCCCCC5OC5CC6OC6CC7OC7CC
Monomer 2: CCC(COCC(C)COCC(C)N)(COCC(C)OCC(C)N)COCC(C)OCC(C)N",epoxy(C1OC1),imine(NC),0.5,100,40,Design a shape memory polymer with Tg ≈ 100°C and Er ≈ 40 MPa that includes epoxy(C1OC1) and imine(NC) groups.
27,CC(C)(c2ccc(OCCOCCOCCOCC1CO1)cc2)c4ccc(OCCOCCOCCOCC3CO3)cc4,NCCNCCN(CCNCCC(CN)CCN)CCN(CCNCCN)CCN(CCN)CCN,"Here's a pair of monomers fulfilling the criteria of Tg = 100°C, Er = 40Mpa, and containing C1OC1/NC groups:
Monomer 1: CC(C)(c2ccc(OCCOCCOCCOCC1CO1)cc2)c4ccc(OCCOCCOCCOCC3CO3)cc4
Monomer 2: NCCNCCN(CCNCCC(CN)CCN)CCN(CCNCCN)CCN(CCN)CCN",epoxy(C1OC1),imine(NC),0.5,100,40,Design a shape memory polymer with Tg ≈ 100°C and Er ≈ 40 MPa that includes epoxy(C1OC1) and imine(NC) groups.
28,c3cc(N(CC1CC1)CC2CO2)ccc3OCC4CO4,CC(N)COCC(C)OCC(C)OCC(C)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCC(C)OCC(C)OCC(C)N,"Here's a pair of monomers fulfilling the criteria of Tg = 100°C, Er = 40Mpa, and containing C1OC1/NC groups:
Monomer 1: c3cc(N(CC1CC1)CC2CO2)ccc3OCC4CO4
Monomer 2: CC(N)COCC(C)OCC(C)OCC(C)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCC(C)OCC(C)OCC(C)N",epoxy(C1OC1),imine(NC),0.5,100,40,Design a shape memory polymer with Tg ≈ 100°C and Er ≈ 40 MPa that includes epoxy(C1OC1) and imine(NC) groups.
29,CC(C)(c2ccc(OCCOCCOCCOC1CO1)cc2)c4ccc(OCCOCCOCCC3CO3)cc4,NCCCOCCOCCCN,"Here's a pair of monomers fulfilling the criteria of Tg = 100°C, Er = 40Mpa, and containing C1OC1/NC groups:
Monomer 1: CC(C)(c2ccc(OCCOCCOCCOC1CO1)cc2)c4ccc(OCCOCCOCCC3CO3)cc4
Monomer 2: NCCCOCCOCCCN",epoxy(C1OC1),imine(NC),0.5,100,40,Design a shape memory polymer with Tg ≈ 100°C and Er ≈ 40 MPa that includes epoxy(C1OC1) and imine(NC) groups.
30,CC(COc3ccc(C(C)(C)c2ccc(OCC(C)OCC1CO1)cc2)cc3)OCC4CO4,CC(N)COCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCC(C)OCC(C)OCC(C)OCC(C)OCC(C)N,"Here's a pair of monomers fulfilling the criteria of Tg = 100°C, Er = 40Mpa, and containing C1OC1/NC groups:
Monomer 1: CC(COc3ccc(C(C)(C)c2ccc(OCC(C)OCC1CO1)cc2)cc3)OCC4CO4
Monomer 2: CC(N)COCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCC(C)OCC(C)OCC(C)OCC(C)OCC(C)N",epoxy(C1OC1),imine(NC),0.5,100,40,Design a shape memory polymer with Tg ≈ 100°C and Er ≈ 40 MPa that includes epoxy(C1OC1) and imine(NC) groups.
31,C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C,C=C(CCS)OCCn1c(=O)n(CCOC(=O)CCS)c(=O)n(CCOC(=O)CCS)c1=O,"Here's a valid monomer pair designed with the required functionalities:
Monomer 1 (rich in C=C): C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C
Monomer 2 (rich in CCS): C=C(CCS)OCCn1c(=O)n(CCOC(=O)CCS)c(=O)n(CCOC(=O)CCS)c1=O",vinyl(C=C),thiol(CCS),0.5,150,30,Design a shape memory polymer with Tg ≈ 150°C and Er ≈ 30 MPa that includes vinyl(C=C) and thiol(CCS) groups.
