Fixed Monomer 1,Fixed Monomer 2
C1SCCCS1,C=C1CCCCC1=C
C=C(C)C(=C)C(C)C=C,C(CS)C(CS)C(CS)C
C=CC1=CC=CC=C1C(C(C)C)C=CC1=CC=CC=C1,C1=CC=C(C=C1C(CS)CS)C(CS)CS
CCCCC(C1=CC(=C(C=C1)C2=CC(=C(C=C2)C)C)C)C,C1=CC(=C(C=C1)C(CS)C(S)C)C
C=CC1=CC=CC=C1C(C(C=CC1=CC=CC=C1)C)C,C1=CC(=C(C=C1C(CS)CS)C)C
C=C(C1CCCCC1)C=C,C1SCCCS1
C=CC1=CC=CC=C1C(=C)C2=CC=CC=C2OCC=C,CCC(CS)C(CS)C(CS)C(CS)C(CS)C(CS)C(CS)C(CS)C(CS)C(CS)C(CS)C(CS)C(CS)C(CS)C(CS)C(CS)C(CS)C(CS)C(CS)C(CS)C(CS)NC(CS)C(CS)CCS
C=CC1=CC=C(C=C)C=C(C=C)C=C1CC(C)C=C,C(CS)C(CS)C(CS)N
C=CC1=CC=CC=C1C(C=CC1=CC=CC=C1)=C,C(C1=CC=C(C=C1)C(CS)S)C(CS)C
C=C(C1=CC(=C(C=C1C)C)C=C)C,C1=CC(=C(C=C1C(CS)C(S)C)C)C
C=C1CCCCC=C1,CCCCC(=S)C(C(=S)C)CC
CCCC(CC)C1CCC(C)C(C(CC)C2CCC(C)C(CC)C2)C1,CCC(C(C)C)C1CCC(C(C(C)S)C(C)S)CC1
C=C1CCC(C=C)CC1,C(C(=S)C(=S)C)CS
C=CC1=CC=CC=C1C=CC=C,C(C(C(=O)CC(C(=O)CC)C)C(SC)C(SC)C)C
C=CC1=CC=C(C=C)C=C1CC(C=C)C1=CC=C(C=C)C=C1,C1(CCSC(C)C)CC(C)C1(C(S)C)C(S)C(C)C(S)C
C=C(C1=CC=C(C=C1)C=C)C=C,C(CS)C(S)C
C1=CC(=C(C=C1C(SC)SC)SC)C(SC)SC,C=CC(CC=C)OCC(O)C=C
COCCOC(=C)C(=C)C(COCCO)C,C(CS)C1=CC=CC=C1C(CS)C
C=C(C1=CC(C=C)=CC=C1)C1=CC=C(C=C)C=C1,C1CC(CC1(CS)CS)C(CS)C1=CC1
C1CCC(C=C)C(C=C)C1,CCCCC(=S)S
C=CC=CC,CCCCC(=S)C(=S)CCCC
C=C(C1=CC=C(C=C1)C=C)C=C,CC(CS)CC(CS)C
C=CC1=CC=C(C=C)C=C1CC(C=C)C,C=CC1=CC=C(C=C)C=C1C(C=C)C
C=CC1=CC=CC=C1C(C=C)CC=C,C=CC1=CC(=C(C)C=C)C=C1C(C=C)C
C=C(C=C1C(O1)C2=CC(C=C2)O)C3=CC=CC=C3,CC(CCC(C(O)O)C(O)O)C1CCC1
C=CC1=CC=C(C=C)C=C1CCCCC1=CC=C(C=C)C=C1,C=CC1=CC=C(C=C)C=C1CC1=CC=C(C=C)C=C1
C=CC1=CC=C(C=C)C=C1CC(C=C)C=C,C=CC1=CC=C(C=C)C=C1C2=CC=C(C=C)C=C2C3=CC=C(C=C)C=C3
C=C(C1=CC=C(C=C1)C2=CC=C(C=C2)CCCCC)C=C,C=C(C1=NNC(N=C1C=C)C=C)C=C
C=C(C1=C(C=C(C=C1)C=C)C=C)C=C,C=CC(COC=C)C1=CC=C(C=C)C=C1
C=CC1=CC=C(C=C)C=C1,C=CC=C(C=C)C
C=C(C(=O)O)C1=C(C=C1)C(=O)O,C=C(C1=CC=CC=C1)C(C1=CC=CC=C1)CC
CC(=C)C1=NOC(C=C)C(C1=O)C(C=C)C(C=C)C=O,C1=CC(=C(C=C1)C=CC=C)C(=C)C
C=C(C1=CC=C(C=C1)O)C(=O)OCC=C,C=C(C(=O)O)C(C=C)C(=C(C(=O)O)C=C)C=C
C=C(C)C(CC(=C)C)C1=CC=C(C=C1)C(C)C=C(C)C,C=CC1=CC=C(C=C1)C(C=C(C2=CC=CC=C2)C(C)C)C
C=C(C1=CC=C(C=C1)C)C1=CC=C(C=C1)C,C1C=CC2=C(C1)C(=C(C=C2)C)C
C=C(C1=CC=CC=C1)OCC=C(C1=CC=CC=C1),CCC(O)OCC(C)O
C=C(C1=CC=CC=C1)C(C=C(C1=CC=CC=C1)),C=C(C(C=C)O)C(C=C)O
Cc1ccccc1C(C)C(C)c1ccccc1,C=C1CCCC=C1C=C
C=C(C1=CC=C(C=C1)C(C=C)C1=CC=C(C=C1)C)C,C=C(C1=CC(=C(C=C1)C)C(C=C)C)C(C)C
C=CC1=CC=C(C=C)C=C1C(C=C)C2=CC=CC=C2,CCC(C)CC1CC(CC)CCC1CC
C=C(C=O)C(COC(C=C(C=O))C)C=C(C=O),C=C(C=C)C(C=C)C(C=C)C(C=C)
C=CC(=O)OCC(C=CC(=O)O)C,C=CC(=O)OCC(C=CC(=O)O)C
C(C(=O)OCC)C(=C(C=O)OCC)C(=C(C=O)OCC)C(=C(C=O)OCC),C=CC1=CCCCC1C=CC1=CCCCC1
C=CC1=CC=C(C=C1)C=C,C(C(=O)O)C(=C)C(=O)OCCCCCC
C=CC1=CC=C(C=C1)C=C,C(C(C(=O)OCC=C)C(=O)OCC=C)O
C(C(=O)OCCO)C(=C(C(=O)OCCO)C)C,C=C(C)C1=CC=CC=C1C=C(C)C
C(C(=O)O)C(C(=O)O)CC,C=C(C1=CC=CC=C1)C=C
C=C(C=C(C=C)C)C1=CC=C(C=C1)C(C)C,CC(=O)C=C(C(=O)C)C1=CC=C(C=C1)C(C)C2=CC=C(C=C2)C(C)C
C(C(=O)OCC(C(C(=O)O)C(C)C)O)C,C=CC1=CC=CC=C1C=C
CCC(C)CCC1CCCCC1,C=CC(=O)OCC(C(C1=CC=C(C=C1)C(C(=O)OCC=C)CC)C(C(=O)OCC=C)C)C(=O)OCC=C
C1=CC=C(C=C1)C(C2=CC=C(C=C2)C)C,C(C(C(=O)OCC)C(=O)OCC)C(O)C(C)C
C=C(C=O)C1CCC(C1)C=C(C=O),C=C(C)CCCCCC
C(C(=O)C=C)CCCCC(C(=O)C=C),CC(CCC1CCCCC1)C1CCCCC1
CC(=O)C(=C)C1CCCC(C1=CC(=O)C=C)C(C)(C)C(C)(C)C,C=CC(C)C=CC(C)C1=CC=C(C=C1)C(C=C)C(C=C)C(C=C)C
CC(=O)C(=C)C(CC(=O)C(=C)C)C(=O)O,C=C(C=C)C1CCCC1
CCCCCC(CC)CC,C(C(=O)OCC(=O)O)C
C(C(=O)C=C)CC(C(=O)C=C)C,C=C(C1=CC=C(C=C1)C=C)C=C
CCC(O)C(CCO)C(CC)CO,C=C1CCCC(C=C)C1
C=CC(=O)C1CCCCC1C(=O)C=C,CCC(C)C1CCC(C)CC1
C(=C(C(=O)O))C(OC(C=C(C(=O)O))C(C=C)C),CCC(C)CC1CCCCC1
CCCCCCC(=O)C(=C)C(=O)CCCCCCC(=C)C(=C),C=CC(C1=CC=C(C=C1)OCCO)C=C
C=C1CCCCC1=C,C(C(CO)C(CO)C)C1CCCCC1
C=C(C)C(C=C)C(=O)C(C)C(=O),C(C(C(=O)O)C(=O)O)C(C)C
C=CC1(CCCCC1C=CC)OCC(O)C,C(C(C(CO)O)O)C(CO)O
C=C1CCCCC1=C(C=C)C=C,C1=CC=C(C=C1C(CO)C(CO)C)C(CO)C
C=C1CCCCC1=C,C1(CCCCC1)(C(CO)C(CO)C)O
C=C(C1CCC(C1)C(C=C)O)O,C(C(C(CO)O)O)O
C=C(C(C)C)C=C,C(C(=O)O)C(C(=O)O)C
C=CC1(CC(C1)(C=C)O)O,C(C(C(CO)O)O)C
CCC(C)(C1CCCCC1)C(C(C)O)C(C)O,C(C(CO)O)(C(CO)O)C(C)O
C=CC(C(=C)O)O,CC(C)(C)C(C(C)O)O
C=CC(C1=CC(=C(C=C1)O)C(C2=CC(=C(C=C2)O)C)C)C,OCC(C1=CC(=C(C=C1)O)O)CCO
C=C(C)C(C=C),C(C(C(=O)O)O)C(C(=O)O)O
C=C(C1=CC(C(C=C)=C1)O)O,C(C(CO)O)(C(CO)O)C
C=C(C1CC(C(C1)C=C)O)O,OC(C1=C(C(=CC=C1)C(=O)O)C(CO)C(=O)O)O
C=CC(C(C=C)O)C(C=C)O,OC(C(C(=O)O)O)C(O)C(=O)O
C/C=C/C(C1CCCCC1)(C1=CC(=C(C=C1)O)O)C=C,C(C(C1=CC=CC=C1)O)O
CC(=C)C1(CC(=C)C2(C1=CC=CC=C2)O)O,CC(O)C(O)C(O)C(O)C(O)O
C=CC1=CC=CC=C1C(C=C)O,O=C(C(C(C(C(=O)C(C)O)O)C)C)C
C=CC(C(C=C)O)C(=O)C,C(C(C(=O)O)O)C(C(=O)O)C
CC(CO)CCCO,C(C(O)C(O)C(O)C)C
C=C(C)C(=C(C)C(=O)O)C=C(C)C,C(C(C(=O)O)CC(=O)O)C(C(=O)O)CC(=O)O
C=CC(C1CCCCC1)(C=CC)O,C(C(C(C(C)(O)O)O)O)O
C=C(C(=O)O)C=C,CC(=O)C(C(O)C(O)C)C(=O)
C=C1CC(C(C1)(O)O)C,C(C(C(O)O)CC)C(O)O
C1=CC(=C(C=C1)C2=C(C(=C(C=C2)O)O)O)C3=CC(=C(C=C3)C4=C(C(=C(C=C4)O)O)O)O,C1=CC=C(C=C1C2=CC(=C(C=C2)C(=N)N)C(=N)N)C(=N)N
C(C1=CC=C(C=C1)C(C2COC2)C(C2COC2)C)C,C=CC(C1=CC=C(C=C1)C(=O)N)C(=O)N
C1=CC=C(C=C1)C(CO)C(CO)C1(CO)C(C1O)OCC1OC(C1O)C(C1O)C1=CC=C(C=C1)C1=CC=C(C=C1)C(CO)C(CO)C1(CO)C(C1O)OCC1OC(C1O)C(C1O)C1=CC=C(C=C1)C1=CC=C(C=C1),CCCC(C)CN
C1=CC=C(C=C1)C(C2=CC(=C(C=C2)C(C3=CC=CC=C3)C(C4=CC=CC=C4)O)O)O,C1=CC=C(C=C1)C(=NC2=C(C=CC=C2)C(=NC3=C(C=CC=C3)C(=O)C)C=O)C=O
COC1=CC(C(C1)OCC2=CC(C(C2)O)C=C)OCC3=CC(C(C3)O)C=C,COC1=CC(C(C1)OCC2=CC(C(C2)O)C=C)OCC3=CC(C(C3)O)
C1=CC=C(C=C1C(CO)C1OC1)C(C1OC1)C1=CCCC1,C1=CC(NC)C(C(NC)=C)C1
C1=CC=C(C=C1)C(C(C2=CC=C(C=C2)OCC(C)O)O)OCC(C)O,C1=CC(C(C=C1)N=CC=C(C)N)C(C=C2)C(C=C2)C
C1=CC(C(C1=O)C2=CC=CC=C2)OCC(OCC=O)OCC1=CC=C(C=C1)C(C1=CC=C(C=C1)C(=O)O)O,C1=CC=C(C=C1)C(=O)NC(C2=CC=C(C=C2)C(=O)N)C1=CC=CC=C1
C1=CC=C(C=C1C(C(C1COC1)OCC1)O)C(C(C1COC1)OCC1)O,CCC(CC)C(N)C(C)C(N)C1CCCCC1
C(C1CC(O)CC1)C(C1CC(O)CC1)O,CC(C)CC1CC(NCN(C)C2CC(CC(C)C)C(C)CC2C)C(C)CC1C
C1C(C2C1C(=O)C=C2)(C1OCC1)OCC1=COC=C1,CCC1CCCCC2NC1CCNC1CCC2CC1
C=C(C1=CC=C(C=C1)C(=O)O)C=C,CCC
C=C(C1=CC=CC=C1)C=C,C(CS)CC(CS)C
C1=CC=C(C=C1)C(=C)C(=C)C(=C)C(=O)C,C(CS)C(CS)C(=O)C(C)C
C=C(C1=CC=C(C=C1)C2=CC=C(C=C2)C3=CC=CC=C3)C=C,C(CS)CCCCC(CS)C
C=C(C1=CC=CC=C1)C=C,C(CS)C(CS)C(C)C(C)C(C)C
C1=CC2=C(C=C1)C(=C(C2=C)C=C)C=C,C(CS)C(CS)C1=CC=CC=C1
C=CC1=CC=C(C=C)C=C(C=C)C=C1C2=CC=CC=C2,C(CS)C1=CC=C(C(CS)C=C)C=C1
C(CS)CC(CS)C(=O)C(CS)C(CS)C(CS)C(CS)C(CS)C(CS),CCCC1CCCCC1
C=C1C=CC2=C(C=C1)C(=C(C2=CC=C(C=C)C)C)C(=O)C,C(CS)C(CS)C(=C)C(=C)C(=O)C
CC(C)C1CCCCC1,CCSCCS
C=CC1=CC=C(C=C)C=C1C(=O)C(C=C)=C(C=C)C(=O),C(CS)C(CS)(C(=O)C(C(C)C)C)C(=O)C(C)C
C=C(C1=CC=C(C=C1)C2=CC=C(C=C2)C3=CC=C(C=C3)C=C(C)C)C=C,C(C1=CC=C(C=C1)C(CS)C(CS)C2=CC=C(C=C2))
C(CS)C1=CC=C(C(CS)C)C=C1,C=CC1=CC=C(C=C)C=C1
C=C(C1=CC=CC=C1)C=C,C(CS)C(CS)C(=O)C
C=CC1=CC=C(C=C)C=C1,C(C(C(C(S)S)C)C)C
CC(C1=CC=C(C=C1)C2=CC=C(C=C2)C(C)=C)C(C)=C,C1=CC=C(C=C1C(CS)CS)C(CS)CS
C=C(C1=CC=C(C=C1)C2=CC=C(C=C2)C(C)=C)C(C)=C,C(C(C(C1CCCCC1)(C2CCCCC2)))S
C=CC1=CC=C(C=C)C=C1C(=C)C=C,C(C1=CC=C(C=C1)S)S
C=C(C)C1=CC(C=C)C2(CC1(C)CC2)C1=CC=C1,C1CC(C(C(=O)O)=O)CC(C1)C(S)C(S)
C=CC1(C)C2=C(C=C1)C(=C(C)C2=C)C=C,C(C(=S)C)(C(=S)C)CC
C=C(C1=CCCCC1)C=C,C1=CC(=C(C=C1C(CS)CS)C)C
C=C(C1=CC=C(C=C1)C2=CC=C(C=C2)C=C)C=C,CCCCCCC1CC(CC)CCC1O
C=CC1=CC=C(C=C)C=C(C=C)C=C1,C=CC1=CC(=C(C=C)C=C)C(=C(C=C)C=C)C1
C=C(C1=CC=C(C=C)C=C1)C1=CC=C(C=C)C=C1,C=C(C1CCCCC1)C=C
C=C(C1=CC=CC=C1)C=C(C1=CC=CC=C1),C=C(C1CCCCC1)C=C(C1CCCCC1)
C=C(C1=CC=CC=C1)C=C,C=C(C(C(C=C)C(C=C)C)C)
C=C(C1=CC=C(C=C1)C2=CC(=CC=C2)C(C)=C)C(C)=C,C=CC1=CC=C(C=C1)C=C
C=C(C1=CC=C(C=C)C=C1)C1=CC=C(C=C)C=C1,C=C(C1(CCCCC1)C=C)C1(CCCCC1)C=C
C=CC1=CC=C(C=C)C=C(C=C)C=C1,C=CC1=CC=C(C=C)C=C(C=C)C=C1CC
C=C(C1=CC=C(C=C)C=C1)C2=CC=C(C=C)C=C2,C=C(C1=CC=C(C=C)C=C1)C(C=C)C2=CC=C(C=C)C=C2
C=C(C1CCCCC1)C=C(C=C),C=C(C1CCCCC1)
C=CC1=CC=C(C=C)C=C1C(C=C)=C,C=CC(=O)OCC=C(C=C)C
C1=CC2=C(C=C1)C(=C(C=C2)C(C=C)=C)C(C=C)=C,C1=CC=C(C=C1)C(C=C)=C(C=C)C(=C)C=C
C1=CC2=C(C=C1)C(=C(C=C2)C=C)C(=C)C=C,C=CC(C=C)C(=C)C=C(C)C=C
C=C(C1=CC=CC=C1)C=C,CCC
C=C(C1=CC=C(C=C1)C(C=C)=C)C,C=C(C1CC=C(C=C1)C(C=C)=C)C
CCC(C)CC(CC1CCCCC1)CC1CCC(C2CCCCC2)CC1,C=C(COC1=CC=CC=C1)C2=CC=C(C=C2)C3=CC=CC=C3
C=C(COC1=CC=CC=C1)C=C,C=C1CC(C=C)C2=C1C=CC=C2
C1=CC(C2=CC=C(C=C2)C(C1=CC)C(=O)C=C)=C=C(C)C=C,C=C(C=CC1=CC=C(C=C)C=C1)C=C(C=C(C=C)C=C(C=C)C(=O))
C=C(C1=CC=C(C=C1)C2=CC=C(C=C2)C=C)C=C,CC(C1=CC(=C(C=C1)C=CC2=CC=C(C=C2)CC)C=C)C
C=C(C1=CC=C(C=C1)C=C)C=C,C=C(C(=O)O)C(=C(C(=O)O)C1=CC=CC=C1)C=C
C=CC1=CC=C(C=C)C=C1C2=CC=C(C=C)C=C2OCC=C,C=C
C=CC1=CC=C(C=C)C=C1C#CC=C,C=C(CO)C(C=C)C(=O)C(C)=C(C=CC)C(=O)C(C=C)=C
C=C(C(=C)C)C1=CC=C(C=C1)C2=CC=CC=C2,C=C(C1=CC=C(C=C1)C2=CC=CC=C2)C=C
C=CC1=CC=C(C=C)C=C1C(=O)C2=CC=CC=C2C=C,C=CC1=CC=C(C=C)C=C1C(C=CC2=CC=C(C=C)C=C2)C(=O)P(C(C=CC=CC=CC=C)C=CC=CC=C)C(C=C)
C=C(C1=CC=C(C=C1)C1=CC=C(C=C1)O)O,CCCCCC(C(C)C)C(CC)CCCC
C=CC(=O)C1=CC=CC=C1C(=C)C(=O)C=C,C=C(C)C1=CC=C(C=C)C=C1
C=C(C1=CC=C(C=C)C=C(C1)C=C)C=C,C=C(C=O)C1=CC=C(C=C(C=O)C1)C(=O)
C=C(C(=O)O)C1=CC=C(C=C1)C(=O)O,C=C(C)C=C(C)C1=CC=C(C=C1)C(C)C
C=C(C=O)C1=CC=C(C=C1)C(=O)C=C(C=O),CC(C)CC(C)C
C=C(C=O)C1=CC=C(C=C1)C(C=C(C=O))=O,C=C(C1=CC=C(C=C1)C=C)C=C
C=CC(=O)C1=CC=C(C=C1)C(=O)C=CC(=O),C=C(C)C=C(C)C=C
C=CC(=O)OCC1=CC=CC=C1C(=C)C(=O)OCC=C,C=C(C)C=C(C)C=C
C=CC(=O)C1=CC=CC=C1C(=C)C=O,CC(C)C=C(C)CC(C)C
C=CC(=O)OC1=CC=C(C=C1)C(=O)C=CC(=O)O,C=C(C)C=C(C)C=C(C)
C=C(C=O)C(=O)C1=CC(=C(C=C1)C(=O)O)C=C(C=O),C=CC1=CC(=C(C=C1)C=C)C=CC=C
C(C(=O)C=C)C1=CC=C(C=C1)C(C(=O)C=C)=C,CCC(O)CC
C=CC(=O)C(C1=CC=CC=C1)(C1=CC=CC=C1)C=CC(=O),C=C(C1=CC=C(C=C)C=C1)C=C
C(C(=O)OC(=C)C(=O)OC)C1CC1,CCCC
C=CC(=O)C(C1=CC=C(C=C1)C(=O)C)C=CC(=O),C=CC(OCCCCC=CC=CC)C=CC
C=C(C=O)C1=CC=CC=C1C=C(C=O),C=C(C1CCCCC1)C=C
CC(C(=C(C(=O)O)C1=CC(=C(C=C1)C2=CC=C(C=C2)O)C(=C(C=O)O)C(C=C(C=O)O)C(=C)C(=C)C)C(=O)O)C(=O)O,CCCCCCCCCCCC
C=CC1=CC=C(C=C)C2=C(C=C1)C(C=C)C=C2C=CC=C,CCC(O)C1CCCCC1CC
C=CC(=O)C(C1=CC=C(C=C1)O)C(C1=CC=C(C=C1)O)=O,CCC1CCCCC1C
Cc1ccc(cc1C(=O)C(=C)C(=O)C=C)C(=C)C(=O)C=C,CCC(O)c1ccccc1C
CCC(CC1CCCCC1)C(C1CCCCC1)C(C)C1CCCCC1,OCC(O)C(CO)C(O)C1CCOC(O)C1
C=C(C1=CC=CC=C1)C=C,O=C(C(C(=O)O)C)C
C=C(C1CCCCC1)C=C,C(C(=O)C(=O)C(C(=O)C(=O)C)O)O
C=CC1=CC=C(C=C)C=C1CC(C=C)C1=CC=C(C=C)C=C1,C1(=O)C(=C(C(=O)C1)O)O
C=C1CCCCC1=C(C=C)C,OC(=O)C1=CC(=C(C(=O)O)C=C1)O
C=C(COCC=C)C=C,O=C(C(C(=O)O)C)C(=O)O
C=C(C1=CC=C(C=C1)C(=O)C2=CC=C(C=C2)C=C),C=C(C(C(C(C(=O)O)O)C(=O)O)C=C)C(=O)O
C(C(=O)C(C(=O)C)O)C(C(=O)C(C(=O)C)O)C,C=CC1=CC=C(C=C)C=C1
C=C1CCC(CC1=C)C=C,O=C(C(=O)N1CCCCC1)C(=O)O
CCCCCC(CC)CC,O=C(C(=O)CC)C(=O)C(=O)CC
C=C(C1=CC=CC=C1)C=C,CCC(O)C(O)CC(C)O
C=CC1=CC=C(C=C)C=C1CCCCC1=CC=C(C=C)C=C1,OC(C1=CC=C(C=C1)C(=O)C2=CC=CC=C2)C(=O)C1=CC=C(C=C1)O
C=CC1=CC=C(C=C)C=C1C=CC=CC(=O)C,CC(C(=O)O)C(C(=O)O)C(C)C
C=C(C)C(=C)C(C)(C)C(=C)C,C(C(=O)O)C(=O)CC(C(=O)O)C
C(C(C(CO)O)C(CO)O)C(CO)O,C=CC(=O)C=CC(=O)C
C=C(C1=CC=CC=C1)C=C,C1(C=O)C(=O)CC(C1=O)O
C=C(C1=CC=C(C=C1)C=C)C=C,O=C(C(C1CC(C1)(C(=O)O)O)O)
C1=CC=C(C=C2C1=CC=C(C=C2)C3=CC=CC=C3)C=C4C(C=C4)C5=CC=CC=C5,C1=CC(C(C1)C2=CC=CC=C2)C(C3=CC=C(C=C3)C(C4=CC=CC=C4)O)=O
C1=COC2=C(C1=COC=C2)C(CO)=C(CO)C,C=CC1=CCCCC1=C(C=C)C=C
C=C(C)C(=C)C(C)C=C,CC(O)C(C)C(C)(O)O
C1(C=C)C(=C)CC(=O)C1=C(C=C)C=O,C1(C(C(C=O)(C)C)C)C(=O)C(C1)C(CO)C(CO)=C(C)C=O
C=CC1CCCCC1=C(C=C),C(C=O)(C(C=O)C(CO)C(CO)C=O)
C=CC1=CC=C(C=C)C=C1CCCCC1=CC=C(C=C)C=C1,OC(=O)C1=CC(=C(C=C1)C(=O)O)O
