SL,SMILE1,SMILE2,Temperature,Prompt,Reactive_groups,Source_File
22,C=C(C=O)OC(=O)C=C,C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C,0.5,"Suggest a TSMP system that satisfies Tg = 100°C and Er = 100 MPa, incorporating acrylate(C=C(C=O)) and vinyl(C=C) functionalities.","['C=C', 'C=C(C=O)']",mix_generated_responses.json
25,C=C(C=O)OC(=O)C=C,C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C,0.5,"Suggest a TSMP system that satisfies Tg = 100°C and Er = 100 MPa, incorporating acrylate(C=C(C=O)) and vinyl(C=C) functionalities.","['C=C', 'C=C(C=O)']",mix_generated_responses.json
28,C=C(C=O)OC(=O)C(=C)C,C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C,0.5,"Suggest a TSMP system that satisfies Tg = 100°C and Er = 100 MPa, incorporating acrylate(C=C(C=O)) and vinyl(C=C) functionalities.","['C=C', 'C=C(C=O)']",mix_generated_responses.json
30,C=C(CCS)OCC(COC(=O)CCS)(COC(=O)CCS)COC(=O)CCSC(=O)NCC1(C)CC(NC(=O)SCCC(=O)OCC(COC(=O)CCS)(COC(=O)CCS)COC(=O)CCS)CC(C)(C)C1,C=CCOCC(COCC=C)(COCC=C)COC(=O)NCC1(C)CC(NC(=O)SCCC(=O)OCC(COC(=O)CCS)(COC(=O)CCS)COC(=O)CCS)CC(C)(C)C1,0.8,"Propose two monomers that form a TSMP with Tg around 140°C, Er near 80 MPa, and containing thiol(CCS) and vinyl(C=C) groups.","['CCS', 'C=C']",mix_generated_responses.json
31,C=C=Cn1cc(c(=O)c2c1cc(c(c2)F)Cl)C(=O)[O-],C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C,0.8,Design a shape memory polymer with Tg ≈ 60°C and Er ≈ 100 MPa that includes vinyl(C=C) and vinyl(C=C) groups.,"['C=C', 'C=C(C=O)']",mix_generated_responses.json
32,c3cc(N(CC1CO1)CC2CO2)ccc3OCC4CO4,c1c(c(nc(=O)n1CCN2[C@H](SCC2=O)CO)N)F,1.0,"Propose two monomers that form a TSMP with Tg around 150°C, Er near 200 MPa, and containing vinyl(C=C) and thiol(CCS) groups.","['C1OC1', 'NC']",mix_generated_responses.json
35,C=C=C(C)C(=O)OCC(O)COc2ccc(C(C)(C)c1ccc(OCC(O)COC(=O)C(=C)C)cc1)cc2,C=C(CCS)OCCn1c(=O)n(CCOC(=O)CCS)c(=O)n(CCOC(=O)CCS)c1=O,1.3,"Generate a TSMP with Tg = 100°C and Er = 100 MPa, using functional groups vinyl(C=C) and hydroxyl(=O).","['C=C', 'CCS']",mix_generated_responses.json
36,c3cc(N(CC1CO1)CC2CO2)ccc3OCC4CO4,C[C@@H]1CCC[C@@H](N1C(=O)CCSC(=O)C)C(=O)[O-],1.3,Design a shape memory polymer with Tg ≈ 150°C and Er ≈ 200 MPa that includes vinyl(C=C) and thiol(CCS) groups.,"['C1OC1', 'NC']",mix_generated_responses.json
39,C=C(C=O)OC(=O)C=C,C=C(C)C(=O)OCC(O)COc2ccc(C(C)(C)c1ccc(OCC(O)COC(=O)C(=C)C)cc1)cc2,1.3,"Generate a TSMP with Tg = 100°C and Er = 100 MPa, using functional groups acrylate(C=C(C=O)) and vinyl(C=C).","['C=C', 'C=C(C=O)']",mix_generated_responses.json
41,C=C(C=O)OCCOCCOCCOC(=O)C(=C)C,C=C(C)C(=C)OCOCCOC(=O)C(=C)C,1.3,"Generate a TSMP with Tg = 100°C and Er = 100 MPa, using functional groups acrylate(C=C(C=O)) and vinyl(C=C).","['C=C(C=O)', 'C=C']",mix_generated_responses.json
42,C=C(C=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C,C=C(C)C(=O)OCCOCCOCCOC(=O)C(=C)C,1.3,"Generate a TSMP with Tg = 100°C and Er = 100 MPa, using functional groups acrylate(C=C(C=O)) and vinyl(C=C).","['C=C', 'C=C(C=O)']",mix_generated_responses.json
43,C=C(C=O)OCC(O)COc2ccc(C(C)(C)c1ccc(OCC(O)COC(=O)C(=C)C)cc1)cc2,C=CCOCC(CO)(COCC=C)COCC=C,1.3,"Generate a TSMP with Tg = 100°C and Er = 100 MPa, using functional groups acrylate(C=C(C=O)) and vinyl(C=C).","['C=C(C=O)', 'C=C']",mix_generated_responses.json
44,C=C(C=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C,C=CCOCC(COCC=C)(COCC=C)COC(=O)NCC1(C)CC(NC(=O)OCC(COCC=C)(COCC=C)COCC=C)CC(C)(C)C1,1.3,"Generate a TSMP with Tg = 100°C and Er = 100 MPa, using functional groups acrylate(C=C(C=O)) and vinyl(C=C).","['C=C(C=O)', 'C=C']",mix_generated_responses.json
45,C=C(C=O)OC(=O)C=C,C=CCc1ccccc1OCC(O)COC(=O)CCCCC(=O)OCC(O)COc2ccccc2CC=C,1.3,"Generate a TSMP with Tg = 100°C and Er = 100 MPa, using functional groups acrylate(C=C(C=O)) and vinyl(C=C).","['C=C(C=O)', 'C=C']",mix_generated_responses.json
46,c4cc(N(CC1CO1)CC2CO2)ccc4OCC3CO3,CC(N)COCC(C)COCC(C)COCC(C)COCC(C)COCC(C)COCC(C)N,1.6,"Generate a TSMP with Tg = 40°C and Er = 80 MPa, using functional groups epoxy(C1OC1) and imine(NC).","['C1OC1', 'NC']",mix_generated_responses.json
47,C=CC(=O)OCCn1c(=O)n(CCOC(=O)C=C)c(=O)n(CCOC(=O)C=C)c1=O,C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C2=CC(C(=O)OCCOCCOCCOCCOC(=O)C(=O)C)C(=O)C(=C)C2=O,1.6,"Suggest a TSMP system that satisfies Tg = 100°C and Er = 100 MPa, incorporating vinyl(C=C) and hydroxyl(=O) functionalities.","['C=C', 'C=C(C=O)']",mix_generated_responses.json
49,C=CCOCC(COCC=C)(COCC=C)COC(=O)NCC1(C)CC(NC(=O)OCC(COCC=C)(COCC=C)COCC=C)CC(C)(C)C1,C=CC(=O)OOCCn1c(=O)n(CCOC(=O)C=C)c(=O)n(CCOC(=O)C=C)c1=O,1.6,Design a shape memory polymer with Tg ≈ 60°C and Er ≈ 100 MPa that includes vinyl(C=C) and vinyl(C=C) groups.,"['C=C', 'C=C(C=O)']",mix_generated_responses.json
52,C=CCc4ccc(OCC1CO1)c(c2cc(CC=C)ccc2OCC3CO3)c4,CCC(COCC(C)OOCC(C)N)(COCC(C)OCC(C)N)COCC(C)OCC(C)N,2.0,"Suggest a TSMP system that satisfies Tg = 40°C and Er = 80 MPa, incorporating epoxy(C1OC1) and imine(NC) functionalities.","['C1OC1', 'NC']",mix_generated_responses.json
53,O=C(OCC1CO1)C3CC2OC2CC3C(=O)OCC4CO4,C=C(CCS)OCC(COC(=O)CCS)(COC(=O)CCS)COC(=O)CCSC(=O)NCC1(C)CC(NC(=O)SCCC(=O)OCC(COC(=O)CCS)(COC(=O)CCS)COC(=O)CCS)CC(C)(C)C1,2.0,"Propose two monomers that form a TSMP with Tg around 150°C, Er near 200 MPa, and containing vinyl(C=C) and thiol(CCS) groups.","['C1OC1', 'NC']",mix_generated_responses.json
54,c3cc(N(CC1CC1)CC2CO2)ccc3OCC4CO4,c1c(c(nc(=O)n1CCN2[C@H](SCC2=O)CO)N)F,2.0,"Propose two monomers that form a TSMP with Tg around 150°C, Er near 200 MPa, and containing vinyl(C=C) and thiol(CCS) groups.","['C1OC1', 'NC']",mix_generated_responses.json
55,CCCC(=O)OCC(CC)(COC(=O)CCS)COC(=O)CCS,C=CCn1c(=O)ncc(=O)n1C=C,2.0,"Create a thermoset polymer with Tg = 140°C, Er = 80 MPa, and monomers featuring thiol(CCS) and vinyl(C=C) groups.","['CCS', 'C=C']",mix_generated_responses.json
56,C=C(C)C(=O)OCC(O)COCC(C)(C)C(=O)OCC(O)COCC(C)(C)C(=O)OCC(O)C(=O)C(=C)C,C=C(C)C(=C)OCOCCOC(=O)C(=C)C,2.0,"Create a thermoset polymer with Tg = 140°C, Er = 80 MPa, and monomers featuring thiol(CCS) and vinyl(C=C) groups.","['C=C(C=O)', 'C=C']",mix_generated_responses.json
57,C=C(C=O)OC(=O)C=C,C=C(C)C(=C)OCOCCOC(=O)C(=C)C,2.0,Design a shape memory polymer with Tg ≈ 100°C and Er ≈ 100 MPa that includes acrylate(C=C(C=O)) and vinyl(C=C) groups.,"['C=C(C=O)', 'C=C']",mix_generated_responses.json
1,C=Cc1cccc(C=C)c1,O=c1n(CCS)c(=O)n(CCS)c(=O)n1(CCS),1.3,Design a TSMP with a glass transition temperature of 40°C and an elastic recovery of 80 MPa.,"['C=C', 'CCS']",properties_generated_responses_large.json
2,O=C(OCC1CO1)C3CC2OC3CC2C(=O)OCC4CO4,CCC(COCC(C)COCC(C)N)(COCC(C)OCC(C)N)COCC(C)OCC(C)N,1.6,Design a TSMP with a glass transition temperature of 40°C and an elastic recovery of 80 MPa.,"['C1OC1', 'NC']",properties_generated_responses_large.json
3,c3cc(N(CC1CO1)CC2CO2)ccc3Nc6ccc(S(=O)(=O)c5ccc(OCC4CO4)cc5)cc6,CCC(COCC(C)OCC(C)N)(COCC(C)OCC(C)N)COCC(C)OCC(C)N,1.0,Design a TSMP with a glass transition temperature of 150°C and an elastic recovery of 200 MPa.,"['C1OC1', 'NC']",properties_generated_responses_large.json
4,CC(C/C=C\CC(=O)OCC(O)COc3ccc(C(C)(C)c2ccc(OCC1CO1)cc2)cc3)C(=O)OCC(O)COc6ccc(C(C)(C)c5ccc(OCC4CO4)cc5)cc6,c1cc(c2nccc(=O)n2c1)SC(=O)N3CCSCC3,1.3,Propose two monomers that form a TSMP with Tg = 140°C and Er = 80 MPa.,"['C1OC1', 'NC']",properties_generated_responses_large.json
5,C=Cc1cccc(C=C)c1,CCS(=O)OCC(COC(=O)CCS)(COC(=O)CCS)COC(=O)CCS,1.3,Propose two monomers that form a TSMP with Tg = 140°C and Er = 80 MPa.,"['C=C', 'CCS']",properties_generated_responses_large.json
6,C(c1ccc2c(c1)CCC3=C2OC(=C([C@@H]3c4cccs4)C#N)N)F,C[NH+]1CCN(CC1)C2=C(C(=O)c3ccccc3C2=O)Cl,1.6,Propose two monomers that form a TSMP with Tg = 140°C and Er = 80 MPa.,"['C=C', 'C=C(C=O)']",properties_generated_responses_large.json
7,O=C(OCC1CO1)C3CCCC2OC2CC3C(=O)OCC4CO4,CC(N)COCC(C)COCC(C)COCC(C)COCC(C)COCC(C)COCC(C)N,1.0,Design a TSMP with a glass transition temperature of 60°C and an elastic recovery of 100 MPa.,"['C1OC1', 'NC']",properties_generated_responses_large.json
8,Cc3cc(c2cc(C)c(OCCOCCOCCOC1CO1)cc2)cc(C)c3OCCOCCOCCC4CO4,CCC(COCC(C)OCC(C)N)(COCC(C)OCC(C)N)COCC(C)OCC(C)N,1.3,Design a TSMP with a glass transition temperature of 60°C and an elastic recovery of 100 MPa.,"['C1OC1', 'NC']",properties_generated_responses_large.json
9,c3cc(N(CC1CC1)CC2CO2)ccc3OCC4CO4,CC(C)(c3ccc2OCN(c1ccccc1)Cc2c3)c6ccc5OCN(c4ccccc4)Cc5c6,1.3,Design a TSMP with a glass transition temperature of 60°C and an elastic recovery of 100 MPa.,"['C1OC1', 'NC']",properties_generated_responses_large.json
10,CC(C)(C2CCC(OCC1CO1)CC2C(C)(C)C)OCC3CO3,CCC(COCC(C)COCC(C)N)(COCC(C)OCC(C)N)COCC(C)OCC(C)N,1.6,Design a TSMP with a glass transition temperature of 60°C and an elastic recovery of 100 MPa.,"['C1OC1', 'NC']",properties_generated_responses_large.json
11,O=C(OCC1CO1)C3CC2OC2CC3C(=O)OCC4CO4,CC1(C)CC(N)CC(C)(N)C1,0.8,Suggest a polymer system for Tg ≈ 100°C and Er ≈ 100 MPa.,"['C1OC1', 'NC']",properties_generated_responses_large.json
12,O=c1ccc(=O)n1c4ccc(Cc3ccc(n2c(=O)ccc2=O)cc3)cc4,CC1=C([C@H](C(=C(O1)N)C(=O)OC)c2cccc(c2)[N+](=O)[O-])C(=O)C,1.0,Suggest a polymer system for Tg ≈ 100°C and Er ≈ 100 MPa.,"['C=C', 'C=C(C=O)']",properties_generated_responses_large.json
13,C=C(C)C(=O)OCCOCCOCCOC(=O)C(=C)C,CCC(C=C)(C)OCC(COC(=O)C=C)(COC(=O)C=C)COC(=O)C=C,1.3,Suggest a polymer system for Tg ≈ 100°C and Er ≈ 100 MPa.,"['C=C', 'C=C(C=O)']",properties_generated_responses_large.json
14,CC(C)(c2ccc(OCCOCCOCCOCCOCCOCCOCCOCCOCCOCC1CO1)cc2)c4ccc(OCCOCCOCCOCCOCCOCCOCCOCCOCCOCC3CO3)cc4,NCc1cccc(CN)c1,1.3,Suggest a polymer system for Tg ≈ 100°C and Er ≈ 100 MPa.,"['C1OC1', 'NC']",properties_generated_responses_large.json
15,c2cc(OCC1CO1)ccc2Cc4ccc(OCC3CO3)cc4,CC(C)(c3ccc2OCN(c1ccccc1)Cc2c3)c6ccc5OCN(c4ccccc4)Cc5c6,0.8,Design a thermoset shape memory polymer using monomers that include epoxy(C1OC1) and imine(NC) functionalities.,"['C1OC1', 'NC']",groups_generated_responses_large.json
16,O=C(OCC1CO1)C3CC2OC2CC3C(=O)OCC4CO4,CC(C)(c3ccc2OCN(c1ccccc1)Cc2c3)c6ccc5OCN(c4ccccc4)Cc5c6,1.0,Design a thermoset shape memory polymer using monomers that include epoxy(C1OC1) and imine(NC) functionalities.,"['C1OC1', 'NC']",groups_generated_responses_large.json
17,c1ccc3c(c1)c2ccccc2C3(c5ccc(OCCOCC4CO4)cc5)c7ccc(OCCOCC6CO6)cc7,CC(C)(c3ccc2OCN(c1ccc(C)c(N)c1)Cc2c3)c5ccc4OCN(c6ccc(C)c(N)c6)Cc4c5,1.3,Design a thermoset shape memory polymer using monomers that include epoxy(C1OC1) and imine(NC) functionalities.,"['C1OC1', 'NC']",groups_generated_responses_large.json
18,BB(COc3ccc(C(C)(C)c2ccc(OCC1CO1)cc2)cc3)Cc4ccc(OCC3CO3)cc4,CC1(C)CC(N)CC(C)(CN)C1,1.3,Design a thermoset shape memory polymer using monomers that include epoxy(C1OC1) and imine(NC) functionalities.,"['C1OC1', 'NC']",groups_generated_responses_large.json
19,c1cc(c2nccc(=O)n2c1)SC(=O)N3CCSCC3,CCC1=C([C@H](C(=C(O1)N)C(=O)OC)c2cccc(c2)[N+](=O)[O-])C(=O)C,1.6,"Generate two monomers for a TSMP, ensuring one includes thiol(CCS) groups and the other includes vinyl(C=C) groups.","['CCS', 'C=C']",groups_generated_responses_large.json
20,c1cc(ccc1N2C(=O)C=CC2=O)I,c1ccc2c(c1)CCC3=C2OC(=C([C@@H]3c4cccs4)C#N),2.0,Design a thermoset shape memory polymer using monomers that include acrylate(C=C(C=O)) and vinyl(C=C) functionalities.,"['C=C(C=O)', 'C=C']",groups_generated_responses_large.json
21,C1OC1COC3COC4C(OC2CO2)COC34,NCC(N)COCC(C)COCC(C)COCC(C)COCC(C)COCC(C)COCC(C)N,1.0,"Create a thermoset polymer with Tg = 40°C, Er = 80 MPa, and monomers featuring epoxy(C1OC1) and imine(NC) groups.","['C1OC1', 'NC']",mix_generated_responses_large.json
22,c3cc(N(CC1CO1)CC2CO2)ccc3Cc6ccc(N(CC4CO4)CC5CO5)cc6,CC(N)COCC(C)OCC(C)OCC(C)OCC(O)CC(O)CC(O)CC(O)CCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCC(C)OCC(C)OCC(C)OCC(C)N,1.3,"Create a thermoset polymer with Tg = 40°C, Er = 80 MPa, and monomers featuring epoxy(C1OC1) and imine(NC) groups.","['C1OC1', 'NC']",mix_generated_responses_large.json
23,CC(COc3ccc(C(C)(C)c2ccc(OCC(C)OCC1CO1)cc2)cc3)OCC4CO4,NC(CN)COCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCC(C)OCC(C)OCC(C)OCC(C)OCC(C)N,1.3,"Create a thermoset polymer with Tg = 40°C, Er = 80 MPa, and monomers featuring epoxy(C1OC1) and imine(NC) groups.","['C1OC1', 'NC']",mix_generated_responses_large.json
24,CC(C(COc3ccc(C(C)(C)c2ccc(OCC(C)OCC1CO1)cc2)cc3)OCC4CO4)OCC5CO5,CC(CN)CCCN,1.3,"Create a thermoset polymer with Tg = 40°C, Er = 80 MPa, and monomers featuring epoxy(C1OC1) and imine(NC) groups.","['C1OC1', 'NC']",mix_generated_responses_large.json
25,c3cc(NCC1CO1)ccc3Cc6ccc(NCC5CO5)cc6,CC(N)COCC(C)OCC(C)OCC(C)N,1.6,"Create a thermoset polymer with Tg = 40°C, Er = 80 MPa, and monomers featuring epoxy(C1OC1) and imine(NC) groups.","['C1OC1', 'NC']",mix_generated_responses_large.json
26,C1=CC(=O)N(C(=O)/C1=C(\C)/Nc2ccccc2N)[O-],CC1=C([C@H](C(=C(O1)N)C(=O)OC)c2cccc(c2)[N+](=O)[O-])C(=O)C,1.6,"Propose two monomers that form a TSMP with Tg around 100°C, Er near 100 MPa, and containing vinyl(C=C) and hydroxyl(=O) groups.","['C=C', 'C=C(C=O)']",mix_generated_responses_large.json
27,C=C1CCC(=O)OCC1OC(=O)C2CCC(C=C)C2,O=c1n(CCS)c(=O)n(CCS)c(=O)n1CCS,1.3,"Create a thermoset polymer with Tg = 150°C, Er = 200 MPa, and monomers featuring vinyl(C=C) and thiol(CCS) groups.","['C=C', 'CCS']",mix_generated_responses_large.json
28,CC(C)(c2ccc(OCC1CO1)cc2)c4ccc(OCC3CO3)cc4,c1cc(c2nccc(=O)n2c1)SC(=O)N3CCSCC3,1.6,"Create a thermoset polymer with Tg = 150°C, Er = 200 MPa, and monomers featuring vinyl(C=C) and thiol(CCS) groups.","['C1OC1', 'NC']",mix_generated_responses_large.json
29,O=c1ccc(=O)n1c4ccc(Cc3ccc(n2c(=O)ccc2=O)cc3)cc4,OCCCC(COC(=O)CCS)(COC(=O)CCS)COC(=O)CCS,1.6,"Create a thermoset polymer with Tg = 150°C, Er = 200 MPa, and monomers featuring vinyl(C=C) and thiol(CCS) groups.","['C=C', 'CCS']",mix_generated_responses_large.json
30,C=CC(=O)C(=Cc1ccc(cc1)S(=O)(=O)C)C(=O)C,O=c1n(CCS)c(=O)n(CCS)c(=O)n1CCS,1.6,"Create a thermoset polymer with Tg = 150°C, Er = 200 MPa, and monomers featuring vinyl(C=C) and thiol(CCS) groups.","['C=C', 'CCS']",mix_generated_responses_large.json
31,C=CC(=O)OCCn1c(=O)n(CCOC(=O)C=C)c(=O)n(CCOC(=O)C=C)c1=O,CCC(C=C=Cn1cc(c(=O)c2c1cc(c(c2)F)Cl)C(=O)[O-])C(=O)C,1.0,"Propose two monomers that form a TSMP with Tg around 140°C, Er near 80 MPa, and containing thiol(CCS) and vinyl(C=C) groups.","['C=C(C=O)', 'C=C']",mix_generated_responses_large.json
32,C=C(CCS)OCC(COC(=O)C=C)(COC(=O)CCS)COC(=O)CCSC(=O)NCC1(C)CC(NC(=O)SCCC(=O)OCC(COC(=O)CCS)(COC(=O)CCS)COC(=O)CCS)CC(C)(C)C1,C=CCOCC(CO)(COCC=C)COCC=C,1.0,"Propose two monomers that form a TSMP with Tg around 140°C, Er near 80 MPa, and containing thiol(CCS) and vinyl(C=C) groups.","['CCS', 'C=C']",mix_generated_responses_large.json
33,O=c1n(CCS)c(=O)n(CCS)c(=O)n1CCS,C=C=Cn1cc(c(=O)c2c1cc3c(c2)OCO3)C(=O)[O-],1.3,"Propose two monomers that form a TSMP with Tg around 140°C, Er near 80 MPa, and containing thiol(CCS) and vinyl(C=C) groups.","['CCS', 'C=C']",mix_generated_responses_large.json
34,CCC(COC(=O)CCS)(COC(=O)CCS)COC(=O)CCS,CC\1=NC(=O)C(=C/C1=C\2/C=CN3C=CNC3=C2)C#N,1.3,"Propose two monomers that form a TSMP with Tg around 140°C, Er near 80 MPa, and containing thiol(CCS) and vinyl(C=C) groups.","['CCS', 'C=C']",mix_generated_responses_large.json
35,C=CC(O)OCCn1c(=O)n(CCOC(=O)C=C)c(=O)n(CCOC(=O)C=C)c1=O,C=CC(=O)OCCn1c(=O)n(CCOC(=O)C=C)c(=O)n(CCOC(=O)C=C)c1=O,1.3,"Propose two monomers that form a TSMP with Tg around 140°C, Er near 80 MPa, and containing thiol(CCS) and vinyl(C=C) groups.","['C=C', 'C=C(C=O)']",mix_generated_responses_large.json
36,O=c1n(CCS)c(=O)n(CCS)c(=O)n1CCS,CC\1=CC(=O)N(C(=O)/C1=C(\C)/Nc2ccccc2N)[O-],1.3,"Propose two monomers that form a TSMP with Tg around 140°C, Er near 80 MPa, and containing thiol(CCS) and vinyl(C=C) groups.","['CCS', 'C=C']",mix_generated_responses_large.json
37,C=C(CCS)OCC(COC(=O)C=C)COC(=O)C=C,C=C(C)C(=C)OCOCCOC(=O)C(=C)C,1.6,"Propose two monomers that form a TSMP with Tg around 140°C, Er near 80 MPa, and containing thiol(CCS) and vinyl(C=C) groups.","['C=C(C=O)', 'C=C']",mix_generated_responses_large.json
