SL,SMILE1,SMILE2,Temperature,Prompt,Non_Reactive_groups,Source_File
13,Nc1cccc(Cc3ccc(OCC2CO2)cc3)c1,C=Cc1cccc(C=C)c1,1.6,"Generate two monomers for a TSMP, ensuring one includes vinyl(C=C) groups and the other includes hydroxyl(=O) groups.",[],Output\groups_generated_responses_s.json
14,C=Cc1cccc(C=C)c1,C=C(OC(=O)CCS),1.6,"Generate two monomers for a TSMP, ensuring one includes vinyl(C=C) groups and the other includes hydroxyl(=O) groups.",[],Output\groups_generated_responses_s.json
15,CCCC(=O)OCC(CC)(COC(=O)CCS)COC(=O)CCS,C=C(CCS)OCCn1c(=O)n(CCOC(=O)CCS)c(=O)n(CCOC(=O)CCS)c1=O,0.8,"Generate two monomers for a TSMP, ensuring one includes vinyl(C=C) groups and the other includes thiol(CCS) groups.",[],Output\groups_generated_responses_s.json
16,C=CCOCC(COC(=O)CCS)(COC(=O)CCS)COC(=O)CCSC(=O)NCC1(C)CC(NC(=O)SCCC(=O)OCC2CO2)CC(C)(C)C1,CCC(COC(=O)CCS)(COC(=O)CCS)COC(=O)CCS,1.6,"Generate two monomers for a TSMP, ensuring one includes vinyl(C=C) groups and the other includes thiol(CCS) groups.",[],Output\groups_generated_responses_s.json
17,CC(C)(c2ccc(OC1CO1)cc2)c4ccc(OC3CO3)cc4,C=CCc1ccccc1OCC(O)COC(=O)Cc3ccc(C(=O)OCC(O)COc2ccccc2CC=C)cc3,1.0,Suggest a TSMP system with one monomer having thiol(CCS) groups and the other featuring vinyl(C=C) groups.,[],Output\groups_generated_responses_s.json
18,C=C(CCS)OCCn1c(=O)n(CCOC(=O)CCS)c(=O)n(CCOC(=O)CCS)c1=O,CCC(C=C)OCC(C)(COC(=O)CCS)COC(=O)CCS,1.3,Suggest a TSMP system with one monomer having thiol(CCS) groups and the other featuring vinyl(C=C) groups.,[],Output\groups_generated_responses_s.json
19,CCCC(=O)OCC(CC)(COC(=O)CCS)COC(=O)CCS,C=C(CCS)OCCn1c(=O)n(CCOC(=O)CCS)c(=O)n(CCOC(=O)CCS)c1=O,1.3,Suggest a TSMP system with one monomer having thiol(CCS) groups and the other featuring vinyl(C=C) groups.,[],Output\groups_generated_responses_s.json
20,CCCC(=O)OCC(CC)(COC(=O)CCCC)COC(=O)CCCC,C=CCOCC(CO)(COCC=C)COCC=C,1.3,Suggest a TSMP system with one monomer having thiol(CCS) groups and the other featuring vinyl(C=C) groups.,[],Output\groups_generated_responses_s.json
21,C=CC(=O)OCCn1c(=O)n(CCOC(=O)C=C)c(=O)n(CCOC(=O)C=C)c1=O,C=COC(=O)CCS,0.8,Suggest a TSMP system with one monomer having vinyl(C=C) groups and the other featuring vinyl(C=C) groups.,[],Output\groups_generated_responses_s.json
22,C=CCOCC(CO)(COCC=C)COCC=C,C=CCOCC(CO)(COCC)COCC,1.0,Suggest a TSMP system with one monomer having vinyl(C=C) groups and the other featuring vinyl(C=C) groups.,[],Output\groups_generated_responses_s.json
23,C=CCOCC(COCPCC)=CCOCPCC,C=COC(=O)CCCCCC(C)(C)C,1.3,Suggest a TSMP system with one monomer having vinyl(C=C) groups and the other featuring vinyl(C=C) groups.,[],Output\groups_generated_responses_s.json
24,C=C(C)C(=O)OCC(O)COc2ccc(C(C)(C)c1ccc(OCC(O)COC(=O)C(=C)C)cc1)cc2,C=CCOCC(CO)OCC(CO)OCC(CO)OCC(CO)OCC(CO)OCC(CO)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)N,1.3,Suggest a TSMP system with one monomer having vinyl(C=C) groups and the other featuring vinyl(C=C) groups.,[],Output\groups_generated_responses_s.json
25,C#CC(C)(C)C(=O)OCCOCCOC(=O)C(=C)C,C=CCc1ccccc1OCC(O)COC(=O)CCCCC(=O)OCC(O)COc2ccccc2CC=C,1.3,Suggest a TSMP system with one monomer having vinyl(C=C) groups and the other featuring vinyl(C=C) groups.,[],Output\groups_generated_responses_s.json
26,C=CCOCC(CO)(COCC=C)COCC=C,C=CCOCC(COCC=C)(COCC=C)COCC=C,1.3,Suggest a TSMP system with one monomer having vinyl(C=C) groups and the other featuring vinyl(C=C) groups.,[],Output\groups_generated_responses_s.json
27,C=CC(=O)OCCCC,C=CCC(=O)OCC(COC(=O)CCS)(COC(=O)CCS)COC(=O)CCS,1.6,Suggest a TSMP system with one monomer having vinyl(C=C) groups and the other featuring vinyl(C=C) groups.,[],Output\groups_generated_responses_s.json
28,C=CCOCC(CO)(COCC=C)COCC=C,C=Cc1cccc(I)c1,1.6,Suggest a TSMP system with one monomer having vinyl(C=C) groups and the other featuring vinyl(C=C) groups.,[],Output\groups_generated_responses_s.json
29,C=CC(=O)OCCCC,C=CCc1ccccc1OCC(O)COC(=O)CCCCC,1.0,"Provide a pair of monomers suitable for TSMPs, one rich in acrylate(C=C(C=O)) and the other in vinyl(C=C) groups.",[],Output\groups_generated_responses_s.json
30,C=C(C)C(=O)OCCOc3ccc(C(C)(C)c2ccc(OCCOCC1CO1)cc2)cc3,C=CCOCC(CO)(COCC=C)COCC=C,1.3,"Provide a pair of monomers suitable for TSMPs, one rich in acrylate(C=C(C=O)) and the other in vinyl(C=C) groups.",[],Output\groups_generated_responses_s.json
31,C=C(C)C(=O)OCC(O)COc2ccc(C(C)(C)c1ccc(OCC(O)COC(=O)C(=O)C)cc1)cc2,C=CCOCC(COCC=C)(COCC=C)COC(=O)NCC1(C)CC(NC(=O)OCC(COCC=C)(COCC=C)COCC=C)CC(C)(C)C1,1.6,"Provide a pair of monomers suitable for TSMPs, one rich in acrylate(C=C(C=O)) and the other in vinyl(C=C) groups.",[],Output\groups_generated_responses_s.json
32,C=C(C)C(=O)OCCOCCC(OCCOCC(OCCOCC1CO1)OCCOCC2CO2)OCCOCC3CO3,C,1.6,"Provide a pair of monomers suitable for TSMPs, one rich in acrylate(C=C(C=O)) and the other in vinyl(C=C) groups.",[],Output\groups_generated_responses_s.json
33,C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C,CC1(C)CC(N)CC(C)(CN)C1,1.0,"Propose two monomers that form a TSMP with Tg around 40°C, Er near 80 MPa, and containing epoxy(C1OC1) and imine(NC) groups.",[],Output\mix_generated_responses_s.json
34,C0CC(C)(c2ccc(OCCOCC1CO1)cc2)c0,CC(N)COCC(C)OCC(C)OCC(C)N,1.3,"Propose two monomers that form a TSMP with Tg around 40°C, Er near 80 MPa, and containing epoxy(C1OC1) and imine(NC) groups.",[],Output\mix_generated_responses_s.json
35,c2cccc(OCC1CO1)c2,CCC(COCC(C)COCC(C)N)(COCC(C)OCC(C)N)COCC(C)OCC(C)N,1.3,"Propose two monomers that form a TSMP with Tg around 40°C, Er near 80 MPa, and containing epoxy(C1OC1) and imine(NC) groups.",[],Output\mix_generated_responses_s.json
36,C1OC1COC3COC4C(OC2COC2)COC34,CCC(COCC(C)COCC(C)N)(COCC(C)OCC(C)N)COCC(C)OCC(C)N,1.3,"Propose two monomers that form a TSMP with Tg around 40°C, Er near 80 MPa, and containing epoxy(C1OC1) and imine(NC) groups.",[],Output\mix_generated_responses_s.json
37,CC(C)(C4CCC(OCC(O)COC3CCC(C(C)(C)C2CCC(OCC1CO1)CC2)CC3)CC4)C6CCC(OCC5CO5)CC6,CC(N)COCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCC(C)OCC(C)OCC(C)OCC(C)OCC(C),1.6,"Propose two monomers that form a TSMP with Tg around 40°C, Er near 80 MPa, and containing epoxy(C1OC1) and imine(NC) groups.",[],Output\mix_generated_responses_s.json
38,C=CCc1ccccc1OCC(O)COc2ccccc2Cc3ccc(OCC(O)COc4ccccc4CC(=O)N)cc3,C=C(C)C(=O)OCCOCCOCCOC(=O)C(=C)C,0.8,"Propose two monomers that form a TSMP with Tg around 100°C, Er near 100 MPa, and containing vinyl(C=C) and hydroxyl(=O) groups.",[],Output\mix_generated_responses_s.json
39,C=CCc1ccccc1OCC(O)COC(=O)CCCC(C)(C)C,O=c1n(CCS)c(=O)n(CCS)c(=O)n1CCS,1.0,"Propose two monomers that form a TSMP with Tg around 100°C, Er near 100 MPa, and containing vinyl(C=C) and hydroxyl(=O) groups.",[],Output\mix_generated_responses_s.json
40,CCCCCCCCC1OC1CCCCCCCC(=O)OCC(COC(=O)CCCCCCCC2OC2CC3OC3CC4OC4CC)OC(=O)CCCCCCCC5OC5CC6OC6CC7OC7CC,O=c1n(CCS)c(=O)n(CCS)c(=O)n1CCS,1.3,"Propose two monomers that form a TSMP with Tg around 100°C, Er near 100 MPa, and containing vinyl(C=C) and hydroxyl(=O) groups.",[],Output\mix_generated_responses_s.json
41,C=CCc1ccccc1OCC(O)COC(=O)CS(C)(C)C,CCCC(=O)OCC(CC)(COC(=O)CCS)COC(=O)CCS,1.3,"Propose two monomers that form a TSMP with Tg around 100°C, Er near 100 MPa, and containing vinyl(C=C) and hydroxyl(=O) groups.",[],Output\mix_generated_responses_s.json
42,C=C(C)C(=C)OCOCCOC(=O)C(=C)C,C=O,1.6,"Propose two monomers that form a TSMP with Tg around 100°C, Er near 100 MPa, and containing vinyl(C=C) and hydroxyl(=O) groups.",[],Output\mix_generated_responses_s.json
43,C=CCn1c(=O)n(CC=C)c(=O)n(CC=C)c1=O,OOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCC(C)N,1.6,"Propose two monomers that form a TSMP with Tg around 100°C, Er near 100 MPa, and containing vinyl(C=C) and hydroxyl(=O) groups.",[],Output\mix_generated_responses_s.json
44,C=CCc1ccccc1OCC(O)COC(=O)CCCCC(=O)OCC(O)COc2ccccc2CC=C,S(=O)(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)S(=O)(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)S(=O)(=O)OCCOCCO,1.0,Design a shape memory polymer with Tg ≈ 150°C and Er ≈ 200 MPa that includes vinyl(C=C) and thiol(CCS) groups.,[],Output\mix_generated_responses_s.json
45,c2cc(OCC1CO1)ccc2Cc4ccc(OCC3CO3)cc4,CC(C)(c5ccc(OCC4CO4)cc5)c7ccc(OCC6CO6)cc7,1.6,Design a shape memory polymer with Tg ≈ 150°C and Er ≈ 200 MPa that includes vinyl(C=C) and thiol(CCS) groups.,[],Output\mix_generated_responses_s.json
46,CCCCCCCCC1OC1CCCCCCCC(=O)OCC(COC(=O)CCCCCCCC2OC2CC3OC3CC4OC4CC)OC(=O)CCCCCCCC5OC5CC6OC6CC7OC7CC,CCCC(=O)OCC(CC)(COC(=O)CCS)COC(=O)CCS,1.6,Design a shape memory polymer with Tg ≈ 150°C and Er ≈ 200 MPa that includes vinyl(C=C) and thiol(CCS) groups.,[],Output\mix_generated_responses_s.json
47,C1OC1COC3COC4C(OC2CO2)COC34,C=CCc1ccccc1OCC(O)COC(=O)CCN,1.3,Design a shape memory polymer with Tg ≈ 140°C and Er ≈ 80 MPa that includes thiol(CCS) and vinyl(C=C) groups.,[],Output\mix_generated_responses_s.json
48,CCCCCCCCC1OC1CCCCCCCC(=O)OCC(COC(=O)CCCCCCCC2OC2CC3OC3CC4OC4CC)OC(=O)CCCCCCCC5OC5CC6OC6CC7OC7CC,C=CCc1ccccc1OCC(O)COC(=O)Cc3ccc(C(=O)OCC(O)COc2ccccc2CC=C)cc3,1.3,Design a shape memory polymer with Tg ≈ 140°C and Er ≈ 80 MPa that includes thiol(CCS) and vinyl(C=C) groups.,[],Output\mix_generated_responses_s.json
49,CC(C)(c3ccc(OCC2CO2)cc3)c6ccc(OCC5CO5)cc6,O=c1n(CCS)c(=O)n(CCS)c(=O)n1CCS,1.6,Design a shape memory polymer with Tg ≈ 140°C and Er ≈ 80 MPa that includes thiol(CCS) and vinyl(C=C) groups.,[],Output\mix_generated_responses_s.json
50,C=C(CCS)OCCn1c(=O)n(CCOC(=O)CCS)c(=O)n(CCOC(=O)CCS)c1=O,O,1.6,Design a shape memory polymer with Tg ≈ 140°C and Er ≈ 80 MPa that includes thiol(CCS) and vinyl(C=C) groups.,[],Output\mix_generated_responses_s.json
51,C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C,C=CCc1ccccc1OCC(O)COC(=O)Cc3ccc(C(=O)OCC2CO2)cc3,1.3,"Create a thermoset polymer with Tg = 60°C, Er = 100 MPa, and monomers featuring vinyl(C=C) and vinyl(C=C) groups.",[],Output\mix_generated_responses_s.json
52,C=CCOCC(COCC=C)(COCC=C)COC(=O)NCC1(C)CC(NC(=O)OCC(COCC=C)(COCC=C)COCC=C)CC(C)(C)C1,CCC(C=C)OCC(COCC(C=C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)N)COCC(C)OCC(C)OCC(C)N,1.3,"Create a thermoset polymer with Tg = 60°C, Er = 100 MPa, and monomers featuring vinyl(C=C) and vinyl(C=C) groups.",[],Output\mix_generated_responses_s.json
53,C1OC1COC3COC4C(OC2CO2)COC34,CCC(COC(=O)CCS)(COC(=O)CCS)COC(=O)CCS,1.3,"Create a thermoset polymer with Tg = 60°C, Er = 100 MPa, and monomers featuring vinyl(C=C) and vinyl(C=C) groups.",[],Output\mix_generated_responses_s.json
54,C=CCOCC(CO)(COCC=C)COCC=C,C=CCOCC(CO)CCOCC(CO)CCOCC(CO)CCOCC(CO)CCOCC(CO)CCOCC(CO)CCOCC(CO)CCOCCOCC(CO)CCOCCOCC(CO)CCOCCOCC(CO)CCOCCOCC(CO)CCOCCOCC(CO)CCOCCOCC(CO)CCOCCOCC(CO)CCOCCOCC(CO)CCOCCOCC(CO)CCOCCOCC(CO)CCOCCOCC(CO)CCOCCOCC(CO)CCOCCOCC,1.6,"Create a thermoset polymer with Tg = 60°C, Er = 100 MPa, and monomers featuring vinyl(C=C) and vinyl(C=C) groups.",[],Output\mix_generated_responses_s.json
55,O=c1ccc(=O)n1c4ccc(Cc3ccc(n2c(=O)ccc2=O)cc3)cc4,C=CCOC(CC)(CO)CC,1.6,"Create a thermoset polymer with Tg = 60°C, Er = 100 MPa, and monomers featuring vinyl(C=C) and vinyl(C=C) groups.",[],Output\mix_generated_responses_s.json
56,C=Cc1ccc(OCC2CO2)cc1,C=CC(C)(c4ccc(OCC3CO3)cc4)c6ccc(OCC5CO5)cc6,1.6,"Create a thermoset polymer with Tg = 60°C, Er = 100 MPa, and monomers featuring vinyl(C=C) and vinyl(C=C) groups.",[],Output\mix_generated_responses_s.json
57,C=CC(OCC1CO1)C2CC(C1CO1)CC2,CCCC(=O)OCC(CC)(COC(=O)CCS)COC(=O)CCS,1.6,"Create a thermoset polymer with Tg = 60°C, Er = 100 MPa, and monomers featuring vinyl(C=C) and vinyl(C=C) groups.",[],Output\mix_generated_responses_s.json
58,C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C,C=CCc1ccccc1OCC(O)COc2ccccc2Cc3ccc(OCC(O)COc4ccccc4CC)cc3,1.3,"Create a thermoset polymer with Tg = 100°C, Er = 100 MPa, and monomers featuring acrylate(C=C(C=O)) and vinyl(C=C) groups.",[],Output\mix_generated_responses_s.json
59,C=C(CCS)OCC(COC(=O)CCS)(COC(=O)CCS)COC(=O)CCSC(=O)NCC1(C)CC(NC(=O)SCCC(=O)OCC(COC(=O)CCS)(COC(=O)CCS)COC(=O)CCS)CC(C)(C)C1,CCCC(=O)OCC(CC)(COC(=O)CCS)COC(=O)CCS,0.8,Suggest a polymer system for Tg ≈ 40°C and Er ≈ 80 MPa.,[],Output\properties_generated_responses_s.json
60,C=C(C)C(=O)OCC(O)COc2ccc(C(C)(C)c1ccc(OCC(O)COC(=O)C(=C)C)cc1)cc2,C=CCc1cccc(SCCOCC2CO2)c1,1.0,Suggest a polymer system for Tg ≈ 40°C and Er ≈ 80 MPa.,[],Output\properties_generated_responses_s.json
61,C=C(CCS)OCC(C)OCC(C)OCC(C)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)=O,O=c1n(CCS)c(=O)n(CCS)c(=O)n1CCS,1.3,Suggest a polymer system for Tg ≈ 40°C and Er ≈ 80 MPa.,[],Output\properties_generated_responses_s.json
62,C=CCOCC(CO)(COCC=C)COCC=C,CCCCCCCCCCCS,1.3,Suggest a polymer system for Tg ≈ 40°C and Er ≈ 80 MPa.,[],Output\properties_generated_responses_s.json
63,C=C(CCS)OCC(COC(=O)CCS)(COC(=O)CCS)COC(=O)CCSC(=O)NCC1(C)CC(NC(=O)SCCC(=O)OCC(COC(=O)CCS)(COC(=O)CCS)COC(=O)CCS)CC(C)(C)C1,O=c1n(CCS)c(=O)n(CCS)c(=O)n1CCS,1.3,Suggest a polymer system for Tg ≈ 40°C and Er ≈ 80 MPa.,[],Output\properties_generated_responses_s.json
64,C=C(C)C(=O)CC(OCCOC(=O)CC(=C)C)OCCOC(=O)CC(=C)C,C=Cc1cccc(C=C)c1,1.6,Suggest a polymer system for Tg ≈ 40°C and Er ≈ 80 MPa.,[],Output\properties_generated_responses_s.json
65,O=c1ccc(=O)n1c4ccc(Cc3ccc(n2c(=O)ccc2=O)cc3)cc4,O=C(C)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C,1.6,Suggest a polymer system for Tg ≈ 40°C and Er ≈ 80 MPa.,[],Output\properties_generated_responses_s.json
66,CCCC(=O)OCC(CC)(COC(=O)CCS)COC(=O)CCS,C=C(CCS)OCC(COC(=O)CCS)(COC(=O)CCS)COC(=O)CCS,1.6,Suggest a polymer system for Tg ≈ 40°C and Er ≈ 80 MPa.,[],Output\properties_generated_responses_s.json
67,CC(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(C)=O,CC(C)(c2ccc(OCCOCCOCCOCC1CO1)cc2)c4ccc(OCCOCCOCCOCC3CO3)cc4,0.5,Propose two monomers that form a TSMP with Tg = 100°C and Er = 100 MPa.,[],Output\properties_generated_responses_s.json
68,C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C,NCCNCCN(CCNCCC(CN)CCN)CCN(CCNCCN)CCN(CCN)CCN,0.8,Propose two monomers that form a TSMP with Tg = 100°C and Er = 100 MPa.,[],Output\properties_generated_responses_s.json
69,O=c1ccc(=O)n1c4ccc(Cc3ccc(n2c(=O)ccc2=O)cc3)cc4,CC(C)(C)O,1.0,Propose two monomers that form a TSMP with Tg = 100°C and Er = 100 MPa.,[],Output\properties_generated_responses_s.json
70,CC(=O)OCC(O)COc2ccc(CC(=O)OCC1CO1)cc2,CCC(COC(=O)CCS)(COC(=O)CCS)COC(=O)CCS,1.3,Propose two monomers that form a TSMP with Tg = 100°C and Er = 100 MPa.,[],Output\properties_generated_responses_s.json
71,C=C(C)C(=C)OCOCCOC(=O)C(=C)C,CC(N)COCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCC(C)OCC(C)OCC(C)OCC(C)OCC(C)N,1.3,Propose two monomers that form a TSMP with Tg = 100°C and Er = 100 MPa.,[],Output\properties_generated_responses_s.json
72,C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C,CCCCCCCCCCCCN,1.3,Propose two monomers that form a TSMP with Tg = 100°C and Er = 100 MPa.,[],Output\properties_generated_responses_s.json
73,O=c1ccc(=O)n1c4ccc(Cc3ccc(n2c(=O)ccc2=O)cc3)cc4,CC(N)COCC(C)COCC(C)COCC(C)COCC(C)COCC(C)COCC(C)N,1.3,Propose two monomers that form a TSMP with Tg = 100°C and Er = 100 MPa.,[],Output\properties_generated_responses_s.json
74,C=CCOCC(CO)(COCC=C)COCC=C,CC1(C)CC(N)CC(C)(CN)C1,1.3,Propose two monomers that form a TSMP with Tg = 100°C and Er = 100 MPa.,[],Output\properties_generated_responses_s.json
75,CC(C)(C)C,Nc1cccc(N)c1,1.6,Propose two monomers that form a TSMP with Tg = 100°C and Er = 100 MPa.,[],Output\properties_generated_responses_s.json
76,C=CC(=O)OCCn1c(=O)n(CCOC(=O)CCC)c(=O)n(CCOC(=O)CCS)c1=O,CCCC(=O)OCC(CC)(COC(=O)CCS)COC(=O)CCS,0.8,Generate a thermoset shape memory polymer with Tg = 150°C and Er = 200 MPa.,[],Output\properties_generated_responses_s.json
77,C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C,NCCOCCOCCN,0.8,Generate a thermoset shape memory polymer with Tg = 150°C and Er = 200 MPa.,[],Output\properties_generated_responses_s.json
78,CC(C/C=C\CC(=O)OCC(O)COc3ccc(C(C)(C)c2ccc(OCC1CO1)cc2)cc3)C(=O)OCC(O)COc6ccc(C(C)(C)c5ccc(OCC4CO4)cc5)cc6,CC(N)COCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCC(C)OCC(C)OCC(C)OCC,1.0,Generate a thermoset shape memory polymer with Tg = 150°C and Er = 200 MPa.,[],Output\properties_generated_responses_s.json
79,CC(C)(c2ccc(OCC1CO1)cc2)c4ccc(OCC3CO3)cc4,O=c1n(CCS)c(=O)n(CCS)c(=O)n1CCS,1.0,Generate a thermoset shape memory polymer with Tg = 150°C and Er = 200 MPa.,[],Output\properties_generated_responses_s.json
80,CC(COC3CO3)(COC2CO2)COC1CO1,C=CC(=O)OCCn1c(=O)n(CCOC(=O)C=C)c(=O)n(CCOC(=O)C=C)c1=O,1.3,Generate a thermoset shape memory polymer with Tg = 150°C and Er = 200 MPa.,[],Output\properties_generated_responses_s.json
81,c2cc(OCC1CO1)ccc2Cc4ccc(OCC3CO3)cc4,Nc2ccc(OCC1CO1)cc2Cc6ccc(N)cc6Cc5ccc(N)cc5Cc3ccc(N)cc3Cc2ccc(N)cc2C(=O)OCC4CO4,1.3,Generate a thermoset shape memory polymer with Tg = 150°C and Er = 200 MPa.,[],Output\properties_generated_responses_s.json
82,c1ccc3c(c1)c2cccc2sc3-c5ccc(OCC1CO1)cc5,CCC(COCC(C)OCC(C)N)(COCC(C)OCC(C)N)COCC(C)OCC(C)N,1.3,Generate a thermoset shape memory polymer with Tg = 150°C and Er = 200 MPa.,[],Output\properties_generated_responses_s.json
83,CC(=O)OCCOCCOCCOCCOCCOOCCOCCOCCOCCOCCOC(=O)C(C)=O,NCCNCCN,1.6,Generate a thermoset shape memory polymer with Tg = 150°C and Er = 200 MPa.,[],Output\properties_generated_responses_s.json
