Smiles,Ration_1,Ratio_2,Er,Tg
"['C1OC1COC3COC4C(OC2CO2)COC34', 'CCCCCCCCCCCCN']",0.1,0.9,15.471966,78.29125
"['C1OC1COC3COC4C(OC2CO2)COC34', 'CCCCCCCCCCN']",0.1,0.9,13.555717,57.844505
"['C1OC1COC3COC4C(OC2CO2)COC34', 'CCCCCCCCCN']",0.1,0.9,12.186874,47.21366
"['C1OC1COC3COC4C(OC2CO2)COC34', 'CCc1cc(C)c(N)c(CC)c1N']",0.1,0.9,7.263497,121.90905
"['C1OC1COC3COC4C(OC2CO2)COC34', 'COCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCN']",0.1,0.9,23.58621,92.84939
"['C1OC1COC3COC4C(OC2CO2)COC34', 'COCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCC(C)N']",0.1,0.9,36.815254,139.46751
"['C1OC1COC3COC4C(OC2CO2)COC34', 'COCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)N']",0.1,0.9,90.97838,302.94046
"['C1OC1COC3COC4C(OC2CO2)COC34', 'COCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)N']",0.1,0.9,88.8688,316.49365
"['C1OC1COC3COC4C(OC2CO2)COC34', 'NCCCOCCOCCCN']",0.1,0.9,9.772666,33.268402
"['C1OC1COC3COC4C(OC2CO2)COC34', 'NCCNCCN']",0.1,0.9,85.75795,176.91066
"['C1OC1COC3COC4C(OC2CO2)COC34', 'NCCNCCN(CCNCCC(CN)CCN)CCN(CCNCCN)CCN(CCN)CCN']",0.1,0.9,22.15346,125.39114
"['C1OC1COC3COC4C(OC2CO2)COC34', 'NCCOCCOCCN']",0.6,0.4,18.490368,43.90525
"['C1OC1COC3COC4C(OC2CO2)COC34', 'NCc1cccc(CN)c1']",0.4,0.6,28.861673,56.65391
"['C1OC1COC3COC4C(OC2CO2)COC34', 'Nc1cccc(N)c1']",0.2,0.8,1.251624,82.382515
"['C1OC1COC3COC4C(OC2CO2)COC34', 'Nc2ccc(Cc1ccc(N)cc1)cc2']",0.2,0.8,6.9867115,114.553375
"['C1OC1COC3COC4C(OC2CO2)COC34', 'Nc2ccc(S(=O)(=O)c1ccc(N)cc1)cc2']",0.2,0.8,22.020798,201.61053
"['C1OC1COC3COC4C(OC2CO2)COC34', 'Nc2ccc(SSc1ccc(N)cc1)cc2']",0.1,0.9,29.160137,166.78665
"['C1OC1COC3COC4C(OC2CO2)COC34', 'Nc2cccc(S(=O)(=O)c1cccc(N)c1)c2']",0.3,0.7,31.937153,189.24231
"['C=C(C)C(=C)OCOCCOC(=O)C(=C)C', 'C=C(C)C(=O)OC']",0.2,0.8,15.666788,151.07884
"['C=C(C)C(=C)OCOCCOC(=O)C(=C)C', 'C=C(C)C(=O)OCC(O)COc2ccc(C(C)(C)c1ccc(OCC(O)COC(=O)C(=C)C)cc1)cc2']",0.1,0.9,38.611237,126.02666
"['C=C(C)C(=C)OCOCCOC(=O)C(=C)C', 'C=C(C)C(=O)OCCCC']",0.1,0.9,1.4660443,60.64821
"['C=C(C)C(=C)OCOCCOC(=O)C(=C)C', 'C=C(C)C(=O)OCCOCCOCCOC(=O)C(=C)C']",0.1,0.9,18.294666,41.533737
"['C=C(C)C(=C)OCOCCOC(=O)C(=C)C', 'C=C(C)C(=O)OCCOCCOCCOCCOCCOC(=O)C(C)=O']",0.1,0.9,20.552418,99.38922
"['C=C(C)C(=C)OCOCCOC(=O)C(=C)C', 'C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(C)=O']",0.1,0.9,24.60545,127.42638
"['C=C(C)C(=C)OCOCCOC(=O)C(=C)C', 'C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C', 'C=CC(=O)OC(C)(C)C']",0.1,0.9,24.82269,111.92952
"['C=C(C)C(=C)OCOCCOC(=O)C(=C)C', 'C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C']",0.1,0.9,24.82269,111.92952
"['C=C(C)C(=C)OCOCCOC(=O)C(=C)C', 'C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C']",0.1,0.9,26.517199,125.55687
"['C=C(C)C(=C)OCOCCOC(=O)C(=C)C', 'C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C']",0.1,0.9,30.015045,181.40765
"['C=C(C)C(=C)OCOCCOC(=O)C(=C)C', 'C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C']",0.1,0.9,32.59838,245.31079
"['C=C(C)C(=C)OCOCCOC(=O)C(=C)C', 'C=C(CCS)OCC(COC(=O)CCS)(COC(=O)CCS)COC(=O)CCSC(=O)NCC1(C)CC(NC(=O)SCCC(=O)OCC(COC(=O)CCS)(COC(=O)CCS)COC(=O)CCS)CC(C)(C)C1']",0.1,0.9,28.73684,100.18546
"['C=C(C)C(=C)OCOCCOC(=O)C(=C)C', 'C=C(CCS)OCCn1c(=O)n(CCOC(=O)CCS)c(=O)n(CCOC(=O)CCS)c1=O']",0.1,0.9,103.41652,94.77615
"['C=C(C)C(=C)OCOCCOC(=O)C(=C)C', 'C=CC(=O)OCCCC']",0.3,0.7,1.6293759,49.88192
"['C=C(C)C(=C)OCOCCOC(=O)C(=C)C', 'C=CC(=O)OCCn1c(=O)n(CCOC(=O)C=C)c(=O)n(CCOC(=O)C=C)c1=O']",0.1,0.9,321.39795,247.6739
"['C=C(C)C(=C)OCOCCOC(=O)C(=C)C', 'C=CCOC(CC)(CO)CO']",0.6,0.4,2.729321,28.01281
"['C=C(C)C(=C)OCOCCOC(=O)C(=C)C', 'C=CCOCC(CO)(COCC=C)COCC=C']",0.1,0.9,4.1652374,27.978447
"['C=C(C)C(=C)OCOCCOC(=O)C(=C)C', 'C=CCOCC(COCC=C)(COCC=C)COC(=O)NCC1(C)CC(NC(=O)OCC(COCC=C)(COCC=C)COCC=C)CC(C)(C)C1']",0.1,0.9,18.678411,58.892895
"['C=C(C)C(=C)OCOCCOC(=O)C(=C)C', 'C=CCc1ccccc1OCC(O)COC(=O)CCCCC(=O)OCC(O)COc2ccccc2CC=C']",0.1,0.9,23.737955,57.95134
"['C=C(C)C(=C)OCOCCOC(=O)C(=C)C', 'C=CCc1ccccc1OCC(O)COC(=O)Cc3ccc(C(=O)OCC(O)COc2ccccc2CC=C)cc3']",0.1,0.9,66.3537,125.38052
"['C=C(C)C(=C)OCOCCOC(=O)C(=C)C', 'C=CCn1c(=O)n(CC=C)c(=O)n(CC=C)c1=O']",0.1,0.9,4.8152504,50.861412
"['C=C(C)C(=C)OCOCCOC(=O)C(=C)C', 'C=COC(=O)CCCCCC(C)(C)C']",0.1,0.9,4.11033,91.84833
"['C=C(C)C(=C)OCOCCOC(=O)C(=C)C', 'C=Cc1cccc(C=C)c1']",0.2,0.8,2.9783947,81.45998
"['C=C(C)C(=C)OCOCCOC(=O)C(=C)C', 'CC(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(C)=O']",0.1,0.9,26.530357,138.16367
"['C=C(C)C(=C)OCOCCOC(=O)C(=C)C', 'CCC(COC(=O)CCS)(COC(=O)CCS)COC(=O)CCS']",0.4,0.6,38.33628,56.94364
"['C=C(C)C(=C)OCOCCOC(=O)C(=C)C', 'CCCC(=O)OCC(CC)(COC(=O)CCS)COC(=O)CCS']",0.6,0.4,1.8967606,43.34363
"['C=C(C)C(=C)OCOCCOC(=O)C(=C)C', 'O=c1ccc(=O)n1c4ccc(Cc3ccc(n2c(=O)ccc2=O)cc3)cc4']",0.1,0.9,29.815203,185.51337
"['C=C(C)C(=C)OCOCCOC(=O)C(=C)C', 'O=c1n(CCS)c(=O)n(CCS)c(=O)n1CCS']",0.1,0.9,34.948284,211.4832
"['C=C(C)C(=O)OC', 'C=C(C)C(=O)OCCOCCOCCOC(=O)C(=C)C']",0.6,0.4,22.28173,85.99428
"['C=C(C)C(=O)OC', 'C=C(C)C(=O)OCCOCCOCCOCCOCCOC(=O)C(C)=O']",0.1,0.9,18.973564,86.13733
"['C=C(C)C(=O)OC', 'C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(C)=O']",0.1,0.9,23.243114,108.812744
"['C=C(C)C(=O)OC', 'C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C']",0.1,0.9,23.564943,94.846344
"['C=C(C)C(=O)OC', 'C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C']",0.1,0.9,25.323608,106.724884
"['C=C(C)C(=O)OC', 'C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C']",0.1,0.9,28.991749,166.95752
"['C=C(C)C(=O)OC', 'C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C']",0.1,0.9,31.806553,230.2025
"['C=C(C)C(=O)OC', 'C=C(CCS)OCC(COC(=O)CCS)(COC(=O)CCS)COC(=O)CCSC(=O)NCC1(C)CC(NC(=O)SCCC(=O)OCC(COC(=O)CCS)(COC(=O)CCS)COC(=O)CCS)CC(C)(C)C1']",0.1,0.9,27.931,99.237625
"['C=C(C)C(=O)OC', 'C=C(CCS)OCCn1c(=O)n(CCOC(=O)CCS)c(=O)n(CCOC(=O)CCS)c1=O']",0.6,0.4,13.942416,111.118935
"['C=C(C)C(=O)OC', 'C=CC(=O)OCCCC']",0.6,0.4,13.155659,121.53561
"['C=C(C)C(=O)OC', 'C=CCOC(CC)(CO)CO']",0.6,0.4,12.072006,68.73633
"['C=C(C)C(=O)OC', 'C=CCOCC(CO)(COCC=C)COCC=C']",0.6,0.4,14.210096,58.52063
"['C=C(C)C(=O)OC', 'C=CCOCC(COCC=C)(COCC=C)COC(=O)NCC1(C)CC(NC(=O)OCC(COCC=C)(COCC=C)COCC=C)CC(C)(C)C1']",0.6,0.4,20.289083,63.335766
"['C=C(C)C(=O)OC', 'C=CCc1ccccc1OCC(O)COC(=O)CCCCC(=O)OCC(O)COc2ccccc2CC=C']",0.3,0.7,26.194,91.89933
"['C=C(C)C(=O)OC', 'C=CCc1ccccc1OCC(O)COC(=O)Cc3ccc(C(=O)OCC(O)COc2ccccc2CC=C)cc3']",0.3,0.7,85.55557,138.32172
"['C=C(C)C(=O)OC', 'C=CCn1c(=O)n(CC=C)c(=O)n(CC=C)c1=O']",0.6,0.4,5.3165913,114.55273
"['C=C(C)C(=O)OC', 'C=COC(=O)CCCCCC(C)(C)C']",0.3,0.7,6.2647376,120.00355
"['C=C(C)C(=O)OC', 'C=Cc1cccc(C=C)c1']",0.6,0.4,1.4810854,86.288475
"['C=C(C)C(=O)OC', 'CC(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(C)=O']",0.1,0.9,25.256763,123.79756
"['C=C(C)C(=O)OC', 'CCC(COC(=O)CCS)(COC(=O)CCS)COC(=O)CCS']",0.6,0.4,24.052065,124.51795
"['C=C(C)C(=O)OC', 'CCCC(=O)OCC(CC)(COC(=O)CCS)COC(=O)CCS']",0.6,0.4,36.13585,110.23595
"['C=C(C)C(=O)OC', 'O=c1ccc(=O)n1c4ccc(Cc3ccc(n2c(=O)ccc2=O)cc3)cc4']",0.1,0.9,28.63715,187.14273
"['C=C(C)C(=O)OC', 'O=c1n(CCS)c(=O)n(CCS)c(=O)n1CCS']",0.1,0.9,42.204765,206.83069
['C=C(C)C(=O)OC'],0.1,0.9,102.884346,784.9252
"['C=C(C)C(=O)OCC(O)COc2ccc(C(C)(C)c1ccc(OCC(O)COC(=O)C(=C)C)cc1)cc2', 'C=C(C)C(=O)OC']",0.2,0.8,23.103775,163.44159
"['C=C(C)C(=O)OCC(O)COc2ccc(C(C)(C)c1ccc(OCC(O)COC(=O)C(=C)C)cc1)cc2', 'C=C(C)C(=O)OCCCC']",0.3,0.7,7.402993,79.18789
"['C=C(C)C(=O)OCC(O)COc2ccc(C(C)(C)c1ccc(OCC(O)COC(=O)C(=C)C)cc1)cc2', 'C=C(C)C(=O)OCCOCCOCCOC(=O)C(=C)C']",0.6,0.4,16.100275,54.964848
"['C=C(C)C(=O)OCC(O)COc2ccc(C(C)(C)c1ccc(OCC(O)COC(=O)C(=C)C)cc1)cc2', 'C=C(C)C(=O)OCCOCCOCCOCCOCCOC(=O)C(C)=O']",0.1,0.9,20.43382,104.34841
"['C=C(C)C(=O)OCC(O)COc2ccc(C(C)(C)c1ccc(OCC(O)COC(=O)C(=C)C)cc1)cc2', 'C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(C)=O']",0.1,0.9,24.398182,124.82341
"['C=C(C)C(=O)OCC(O)COc2ccc(C(C)(C)c1ccc(OCC(O)COC(=O)C(=C)C)cc1)cc2', 'C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C']",0.1,0.9,24.44085,106.40576
"['C=C(C)C(=O)OCC(O)COc2ccc(C(C)(C)c1ccc(OCC(O)COC(=O)C(=C)C)cc1)cc2', 'C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C']",0.1,0.9,26.38301,132.00471
"['C=C(C)C(=O)OCC(O)COc2ccc(C(C)(C)c1ccc(OCC(O)COC(=O)C(=C)C)cc1)cc2', 'C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C']",0.1,0.9,29.795902,184.18494
"['C=C(C)C(=O)OCC(O)COc2ccc(C(C)(C)c1ccc(OCC(O)COC(=O)C(=C)C)cc1)cc2', 'C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C']",0.1,0.9,32.44959,242.20763
"['C=C(C)C(=O)OCC(O)COc2ccc(C(C)(C)c1ccc(OCC(O)COC(=O)C(=C)C)cc1)cc2', 'C=C(CCS)OCC(COC(=O)CCS)(COC(=O)CCS)COC(=O)CCSC(=O)NCC1(C)CC(NC(=O)SCCC(=O)OCC(COC(=O)CCS)(COC(=O)CCS)COC(=O)CCS)CC(C)(C)C1']",0.1,0.9,29.182299,101.25724
"['C=C(C)C(=O)OCC(O)COc2ccc(C(C)(C)c1ccc(OCC(O)COC(=O)C(=C)C)cc1)cc2', 'C=C(CCS)OCCn1c(=O)n(CCOC(=O)CCS)c(=O)n(CCOC(=O)CCS)c1=O']",0.5,0.5,136.25206,99.77966
"['C=C(C)C(=O)OCC(O)COc2ccc(C(C)(C)c1ccc(OCC(O)COC(=O)C(=C)C)cc1)cc2', 'C=CC(=O)OCCCC']",0.3,0.7,3.3872685,86.28203
"['C=C(C)C(=O)OCC(O)COc2ccc(C(C)(C)c1ccc(OCC(O)COC(=O)C(=C)C)cc1)cc2', 'C=CC(=O)OCCn1c(=O)n(CCOC(=O)C=C)c(=O)n(CCOC(=O)C=C)c1=O']",0.1,0.9,339.5126,246.74385
"['C=C(C)C(=O)OCC(O)COc2ccc(C(C)(C)c1ccc(OCC(O)COC(=O)C(=C)C)cc1)cc2', 'C=CCOC(CC)(CO)CO']",0.4,0.6,75.586525,109.04527
"['C=C(C)C(=O)OCC(O)COc2ccc(C(C)(C)c1ccc(OCC(O)COC(=O)C(=C)C)cc1)cc2', 'C=CCOCC(CO)(COCC=C)COCC=C']",0.6,0.4,13.923044,40.60868
"['C=C(C)C(=O)OCC(O)COc2ccc(C(C)(C)c1ccc(OCC(O)COC(=O)C(=C)C)cc1)cc2', 'C=CCOCC(COCC=C)(COCC=C)COC(=O)NCC1(C)CC(NC(=O)OCC(COCC=C)(COCC=C)COCC=C)CC(C)(C)C1']",0.1,0.9,18.732605,58.79819
"['C=C(C)C(=O)OCC(O)COc2ccc(C(C)(C)c1ccc(OCC(O)COC(=O)C(=C)C)cc1)cc2', 'C=CCc1ccccc1OCC(O)COC(=O)CCCCC(=O)OCC(O)COc2ccccc2CC=C']",0.6,0.4,17.914759,77.77769
"['C=C(C)C(=O)OCC(O)COc2ccc(C(C)(C)c1ccc(OCC(O)COC(=O)C(=C)C)cc1)cc2', 'C=CCc1ccccc1OCC(O)COC(=O)Cc3ccc(C(=O)OCC(O)COc2ccccc2CC=C)cc3']",0.6,0.4,73.390594,128.90619
"['C=C(C)C(=O)OCC(O)COc2ccc(C(C)(C)c1ccc(OCC(O)COC(=O)C(=C)C)cc1)cc2', 'C=CCn1c(=O)n(CC=C)c(=O)n(CC=C)c1=O']",0.6,0.4,36.563793,54.936054
"['C=C(C)C(=O)OCC(O)COc2ccc(C(C)(C)c1ccc(OCC(O)COC(=O)C(=C)C)cc1)cc2', 'C=COC(=O)CCCCCC(C)(C)C']",0.1,0.9,6.640717,91.66431
"['C=C(C)C(=O)OCC(O)COc2ccc(C(C)(C)c1ccc(OCC(O)COC(=O)C(=C)C)cc1)cc2', 'C=Cc1cccc(C=C)c1']",0.3,0.7,8.377406,124.64417
"['C=C(C)C(=O)OCC(O)COc2ccc(C(C)(C)c1ccc(OCC(O)COC(=O)C(=C)C)cc1)cc2', 'CC(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(C)=O']",0.1,0.9,26.571678,143.33665
"['C=C(C)C(=O)OCC(O)COc2ccc(C(C)(C)c1ccc(OCC(O)COC(=O)C(=C)C)cc1)cc2', 'CCC(COC(=O)CCS)(COC(=O)CCS)COC(=O)CCS']",0.6,0.4,53.17258,90.25604
"['C=C(C)C(=O)OCC(O)COc2ccc(C(C)(C)c1ccc(OCC(O)COC(=O)C(=C)C)cc1)cc2', 'CCCC(=O)OCC(CC)(COC(=O)CCS)COC(=O)CCS']",0.6,0.4,21.2218,54.750015
"['C=C(C)C(=O)OCC(O)COc2ccc(C(C)(C)c1ccc(OCC(O)COC(=O)C(=C)C)cc1)cc2', 'O=c1ccc(=O)n1c4ccc(Cc3ccc(n2c(=O)ccc2=O)cc3)cc4']",0.1,0.9,28.004238,191.63618
"['C=C(C)C(=O)OCC(O)COc2ccc(C(C)(C)c1ccc(OCC(O)COC(=O)C(=C)C)cc1)cc2', 'O=c1n(CCS)c(=O)n(CCS)c(=O)n1CCS']",0.1,0.9,31.558722,190.06659
['C=C(C)C(=O)OCC(O)COc2ccc(C(C)(C)c1ccc(OCC(O)COC(=O)C(=C)C)cc1)cc2'],0.1,0.9,113.2819,784.4523
"['C=C(C)C(=O)OCCCC', 'C=C(C)C(=O)OC']",0.2,0.8,3.8339481,144.24588
"['C=C(C)C(=O)OCCCC', 'C=C(C)C(=O)OCCOCCOCCOC(=O)C(=C)C']",0.1,0.9,16.26421,35.741653
"['C=C(C)C(=O)OCCCC', 'C=C(C)C(=O)OCCOCCOCCOCCOCCOC(=O)C(C)=O']",0.1,0.9,19.523085,87.40956
"['C=C(C)C(=O)OCCCC', 'C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(C)=O']",0.1,0.9,23.903782,115.22643
"['C=C(C)C(=O)OCCCC', 'C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C']",0.1,0.9,24.29325,100.66534
"['C=C(C)C(=O)OCCCC', 'C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C']",0.1,0.9,26.17243,113.78598
"['C=C(C)C(=O)OCCCC', 'C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C']",0.1,0.9,29.745464,168.77751
"['C=C(C)C(=O)OCCCC', 'C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C']",0.1,0.9,32.02907,232.45663
"['C=C(C)C(=O)OCCCC', 'C=C(CCS)OCC(COC(=O)CCS)(COC(=O)CCS)COC(=O)CCSC(=O)NCC1(C)CC(NC(=O)SCCC(=O)OCC(COC(=O)CCS)(COC(=O)CCS)COC(=O)CCS)CC(C)(C)C1']",0.1,0.9,27.696615,99.766075
"['C=C(C)C(=O)OCCCC', 'C=C(CCS)OCCn1c(=O)n(CCOC(=O)CCS)c(=O)n(CCOC(=O)CCS)c1=O']",0.2,0.8,138.59392,109.31816
"['C=C(C)C(=O)OCCCC', 'C=CC(=O)OCCCC']",0.5,0.5,3.3594253,68.88829
"['C=C(C)C(=O)OCCCC', 'C=CC(=O)OCCn1c(=O)n(CCOC(=O)C=C)c(=O)n(CCOC(=O)C=C)c1=O']",0.1,0.9,287.9888,228.1062
"['C=C(C)C(=O)OCCCC', 'C=CCOC(CC)(CO)CO']",0.6,0.4,12.768378,45.710274
"['C=C(C)C(=O)OCCCC', 'C=CCOCC(CO)(COCC=C)COCC=C']",0.1,0.9,4.5651145,26.778011
"['C=C(C)C(=O)OCCCC', 'C=CCOCC(COCC=C)(COCC=C)COC(=O)NCC1(C)CC(NC(=O)OCC(COCC=C)(COCC=C)COCC=C)CC(C)(C)C1']",0.1,0.9,18.190987,56.66945
"['C=C(C)C(=O)OCCCC', 'C=CCc1ccccc1OCC(O)COC(=O)CCCCC(=O)OCC(O)COc2ccccc2CC=C']",0.3,0.7,19.999418,66.69668
"['C=C(C)C(=O)OCCCC', 'C=CCc1ccccc1OCC(O)COC(=O)Cc3ccc(C(=O)OCC(O)COc2ccccc2CC=C)cc3']",0.1,0.9,84.59222,132.22044
"['C=C(C)C(=O)OCCCC', 'C=CCn1c(=O)n(CC=C)c(=O)n(CC=C)c1=O']",0.6,0.4,7.1320634,62.266407
"['C=C(C)C(=O)OCCCC', 'C=COC(=O)CCCCCC(C)(C)C']",0.4,0.6,2.92947,104.429436
"['C=C(C)C(=O)OCCCC', 'C=Cc1cccc(C=C)c1']",0.6,0.4,1.1258965,77.15239
"['C=C(C)C(=O)OCCCC', 'CC(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(C)=O', 'C=C(C)C(=O)OCCOCCOCCOCCOCCOC(=O)C(C)=O']",0.1,0.9,26.44915,131.52104
"['C=C(C)C(=O)OCCCC', 'CC(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(C)=O']",0.1,0.9,26.44915,131.52104
"['C=C(C)C(=O)OCCCC', 'CCC(COC(=O)CCS)(COC(=O)CCS)COC(=O)CCS']",0.6,0.4,8.870146,60.007874
"['C=C(C)C(=O)OCCCC', 'CCCC(=O)OCC(CC)(COC(=O)CCS)COC(=O)CCS']",0.6,0.4,4.709339,37.217346
"['C=C(C)C(=O)OCCCC', 'O=c1ccc(=O)n1c4ccc(Cc3ccc(n2c(=O)ccc2=O)cc3)cc4']",0.1,0.9,28.926153,187.32475
"['C=C(C)C(=O)OCCCC', 'O=c1n(CCS)c(=O)n(CCS)c(=O)n1CCS']",0.4,0.6,8.488478,228.8921
"['C=C(C)C(=O)OCCOCCOCCOC(=O)C(=C)C', 'C=C(C)C(=O)OCCOCCOCCOCCOCCOC(=O)C(C)=O']",0.1,0.9,21.795773,106.69539
"['C=C(C)C(=O)OCCOCCOCCOC(=O)C(=C)C', 'C=C(CCS)OCC(COC(=O)CCS)(COC(=O)CCS)COC(=O)CCSC(=O)NCC1(C)CC(NC(=O)SCCC(=O)OCC(COC(=O)CCS)(COC(=O)CCS)COC(=O)CCS)CC(C)(C)C1']",0.1,0.9,28.964138,100.51741
"['C=C(C)C(=O)OCCOCCOCCOC(=O)C(=C)C', 'C=C(CCS)OCCn1c(=O)n(CCOC(=O)CCS)c(=O)n(CCOC(=O)CCS)c1=O']",0.1,0.9,106.04426,91.280655
"['C=C(C)C(=O)OCCOCCOCCOC(=O)C(=C)C', 'C=Cc1cccc(C=C)c1']",0.2,0.8,3.2637525,78.36481
"['C=C(C)C(=O)OCCOCCOCCOC(=O)C(=C)C', 'CCC(COC(=O)CCS)(COC(=O)CCS)COC(=O)CCS']",0.2,0.8,17.653992,37.780483
"['C=C(C)C(=O)OCCOCCOCCOC(=O)C(=C)C', 'CCCC(=O)OCC(CC)(COC(=O)CCS)COC(=O)CCS']",0.6,0.4,5.880507,22.526966
"['C=C(C)C(=O)OCCOCCOCCOC(=O)C(=C)C', 'O=c1ccc(=O)n1c4ccc(Cc3ccc(n2c(=O)ccc2=O)cc3)cc4']",0.2,0.8,40.922806,193.08186
"['C=C(C)C(=O)OCCOCCOCCOC(=O)C(=C)C', 'O=c1n(CCS)c(=O)n(CCS)c(=O)n1CCS']",0.1,0.9,34.3715,211.39087
