prompt,smile1,smile2,tg_actual,tg_predicted,er_actual,er_predicted,tg_error,er_error
"Create a thermoset polymer with Tg = 60°C, Er = 100 MPa, and monomers featuring vinyl(C=C) and vinyl(C=C) groups.",C=CCc4ccc(OCC1CO1)c(c2cc(CC=C)ccc2OCC3CO3)c4,C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C,60.0,148.36386,100.0,34.54404,88.36386108398438,-65.45595932006836
"Create a thermoset polymer with Tg = 60°C, Er = 100 MPa, and monomers featuring vinyl(C=C) and vinyl(C=C) groups.",C=CCOCC(CO)(COCC=C)COCC=C,CCC(C=C)OCC(COC(=O)CCS)(COC(=O)CCS)COC(=O)CCS,60.0,39.397503,100.0,24.854868,-20.602497100830078,-75.14513206481934
"Create a thermoset polymer with Tg = 60°C, Er = 100 MPa, and monomers featuring vinyl(C=C) and vinyl(C=C) groups.",C=CCOCC(CO)(COCC=C)COCC=C,C=C(CCS)OCC(COC(=O)CCS)(COC(=O)CCS)COC(=O)CCS,60.0,40.71226,100.0,27.882828,-19.287738800048828,-72.11717224121094
"Create a thermoset polymer with Tg = 60°C, Er = 100 MPa, and monomers featuring vinyl(C=C) and vinyl(C=C) groups.",C=CCn1c(=O)n(CC=C)c(=O)n(CC=C)c1=O,CC=C(C)C(=O)OCCOCCOCCOC(=O)C(=C)C,60.0,64.58302,100.0,18.854984,4.5830230712890625,-81.14501571655273
"Create a thermoset polymer with Tg = 100°C, Er = 100 MPa, and monomers featuring acrylate(C=C(C=O)) and vinyl(C=C) groups.",O=c1ccc(=O)n1c4ccc(Cc3ccc(n2c(=O)cc2)cc3)cc4,C=Cc1cccc(C=C)c1,100.0,100.600365,100.0,26.64761,0.6003646850585938,-73.35239028930664
Suggest a polymer system for Tg ≈ 40°C and Er ≈ 80 MPa.,C=CCc1ccccc1OCC(O)COC(=O)Cc3ccc(C(=O)OCC(O)COc2ccccc2CC=C)cc3,C=C(CCS)OCC(COC(=O)CCS)(COC(=O)CCS)COC(=O)CCSC(=O)NCCC(C(=O)NSCC(=O)CCS)CC(N)C(=O)NSCC(=O)CCS,40.0,147.17494,80.0,34.737682,107.17494201660156,-45.2623176574707
Propose two monomers that form a TSMP with Tg = 100°C and Er = 100 MPa.,c3cc(N(CC1CO1)CC2CO2)ccc3Cc6ccc(N(CC4CO4)CC5CO5)cc6,CC(CNC)CC(C)(CN)CN,100.0,152.97154,100.0,67.69383,52.97154235839844,-32.30616760253906
Propose two monomers that form a TSMP with Tg = 100°C and Er = 100 MPa.,CC(C)(c1ccc(OC2CO2)cc1)c4ccc(OC3CO3)cc4,CCC(COCC(C)COCC(C)N)(COCC(C)OCC(C)N)COCC(C)OCC(C)N,100.0,53.477734,100.0,24.813528,-46.52226638793945,-75.18647193908691
Generate a thermoset shape memory polymer with Tg = 150°C and Er = 200 MPa.,CC(C)(c2ccc(OCC1CO1)cc2)c6ccc(OCC5CO5)cc6,NCc1cccc(CN)c1,150.0,127.33747,200.0,28.134375,-22.66252899169922,-171.86562538146973
Generate a thermoset shape memory polymer with Tg = 150°C and Er = 200 MPa.,O=c1ccc(=O)n1c5ccc(Cc4ccc(n3c(=O)ccc4=O)cc3)cc5,CC(C)(c2ccc(OCC1CO1)cc2)c4ccc(OCC3CO3)cc4,150.0,115.763435,200.0,26.344883,-34.23656463623047,-173.6551170349121
Generate a thermoset shape memory polymer with Tg = 150°C and Er = 200 MPa.,CC(C)(c2ccc(OCC1CO1)cc2)c6ccc(OCC5CO5)cc6,CC(N)COCC(C)OCC(C)OCC(C)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCC(C)OCC(C)OCC(C)N,150.0,192.20746,200.0,26.909136,42.20745849609375,-173.09086418151855
Generate a thermoset shape memory polymer with Tg = 150°C and Er = 200 MPa.,O=C(OCC1CO1)C3CC2OC2CC3C(=O)OCC4CO4,CC1(C)CC(N)COCC(C)OCC(C)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCC(C)NCC1(C),150.0,121.41284,200.0,35.539116,-28.587158203125,-164.46088409423828
Generate a thermoset shape memory polymer with Tg = 150°C and Er = 200 MPa.,CCCCCCCCC1OC1CCCCCCCC(=O)OCC(COC(=O)CCCCCCCC2OC2CC3OC3CC4OC4CC)OC(=O)CCCCCCCC5OC5CC6OC6CC7OC7CC,NCC1CCCC(CN)C1,150.0,137.99953,200.0,30.644835,-12.000473022460938,-169.35516548156738
Generate a thermoset shape memory polymer with Tg = 150°C and Er = 200 MPa.,Cc3cc(c2cc(C)c(OCC1CO1)c(C(N)=O)c2)cc(C(N)=O)c3OCC4CO4,NCc1cccc(CN)c1,150.0,126.82072,200.0,33.989983,-23.179283142089844,-166.01001739501953
Create a thermoset polymer with Tg around 140°C and Er near 80 MPa.,CC(COc3ccc(C(C)(C)c2ccc(OCC(C)OCC1CO1)cc2)cc3)C(C)(C)c6ccc(OCC5CO5)cc6,NCCCOCCOCCCN,140.0,50.516125,80.0,19.762917,-89.4838752746582,-60.237083435058594
Create a thermoset polymer with Tg around 140°C and Er near 80 MPa.,CC(C)(c4ccc(OSc3ccc(C(C)(C)c2ccc(OCC1CO1)cc2)cc3)cc4)c6ccc(OCC5CO5)cc6,NCCNCCN,140.0,149.54779,80.0,35.831966,9.54779052734375,-44.168033599853516
Design a TSMP with a glass transition temperature of 60°C and an elastic recovery of 100 MPa.,C(C)(c2ccc(OCCOCCOCCOCC1CO1)cc2)c4ccc(OCCOCCOCCOCC3CO3)cc4,CC(N)COCC(C)COCC(C)COCC(C)COCC(C)COCC(C)COCC(C)N,60.0,45.92567,100.0,23.529757,-14.074329376220703,-76.47024345397949
Design a TSMP with a glass transition temperature of 60°C and an elastic recovery of 100 MPa.,C=Cn1c(=O)n(CC=C)c(=O)n(CC=C)c1=O,C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C,60.0,98.801544,100.0,25.905092,38.801544189453125,-74.09490776062012
Generate a thermoset shape memory polymer with Tg = 100°C and Er = 100 MPa.,C=C(C)C(=O)OCCOCCOCCOCCOCCOC(=O)C(=C)C,CCC(COC(=O)CCS)(COC(=O)CCS)COC(=O)CCS,100.0,39.950794,100.0,21.289028,-60.0492057800293,-78.71097183227539
Generate a thermoset shape memory polymer with Tg = 100°C and Er = 100 MPa.,C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=CC)C,C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C,100.0,128.96036,100.0,23.717321,28.960357666015625,-76.28267860412598
Generate a thermoset shape memory polymer with Tg = 100°C and Er = 100 MPa.,C=CC(=O)OCCn1c(=O)n(CCOC(=O)C=C)c(=O)n(CCOC(=O)C=C)c1=O,C=C(CCS)OCC(COC(=O)CCS)(COC(=O)CCS)COC(=O)CCSC(=O)NCC1(C)CC(NC(=O)SCCC(=O)OCC(COC(=O)CCS)(COC(=O)CCS)COC(=O)CCS)C(C)(C)C1,100.0,142.00717,100.0,35.352116,42.007171630859375,-64.64788436889648
Generate a thermoset shape memory polymer with Tg = 100°C and Er = 100 MPa.,c3cc(N(CC1CC1)CC2CO2)ccc3OCC4CO4,CC(C)(c2ccc(OCC1CO1)cc2)c4ccc(OCC3CO3)cc4,100.0,133.09698,100.0,66.31265,33.09698486328125,-33.687347412109375
Generate a thermoset shape memory polymer with Tg = 100°C and Er = 100 MPa.,CC(C)(c4ccc(OCC(P)(O)COc3ccc(C(C)(C)c2ccc(OCC1CO1)cc2)cc3)cc4)c6ccc(OCC5CO5)cc6,CCC(COCC(C)OCC(C)N)(COCC(C)OCC(C)N)COCC(C)OCC(C)N,100.0,54.618725,100.0,25.62019,-45.38127517700195,-74.37981033325195
"Propose two monomers that form a TSMP with Tg around 40°C, Er near 80 MPa, and containing epoxy(C1OC1) and imine(NC) groups.",C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C,CC1(C)CC(N)CC(C)(CN)C1,40.0,78.884315,80.0,26.148445,38.884315490722656,-53.85155487060547
"Propose two monomers that form a TSMP with Tg around 40°C, Er near 80 MPa, and containing epoxy(C1OC1) and imine(NC) groups.",C0CC(C)(c2ccc(OCCOCC1CO1)cc2)c0,CC(N)COCC(C)OCC(C)OCC(C)N,40.0,42.6038,80.0,88.95888,2.603801727294922,8.958877563476562
"Propose two monomers that form a TSMP with Tg around 40°C, Er near 80 MPa, and containing epoxy(C1OC1) and imine(NC) groups.",c2cccc(OCC1CO1)c2,CCC(COCC(C)COCC(C)N)(COCC(C)OCC(C)N)COCC(C)OCC(C)N,40.0,50.730427,80.0,23.951256,10.730426788330078,-56.048744201660156
"Propose two monomers that form a TSMP with Tg around 40°C, Er near 80 MPa, and containing epoxy(C1OC1) and imine(NC) groups.",C1OC1COC3COC4C(OC2COC2)COC34,CCC(COCC(C)COCC(C)N)(COCC(C)OCC(C)N)COCC(C)OCC(C)N,40.0,52.767277,80.0,31.696661,12.767276763916016,-48.3033390045166
"Propose two monomers that form a TSMP with Tg around 40°C, Er near 80 MPa, and containing epoxy(C1OC1) and imine(NC) groups.",CC(C)(C4CCC(OCC(O)COC3CCC(C(C)(C)C2CCC(OCC1CO1)CC2)CC3)CC4)C6CCC(OCC5CO5)CC6,CC(N)COCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCC(C)OCC(C)OCC(C)OCC(C)OCC(C),40.0,276.8839,80.0,57.352226,236.8839111328125,-22.64777374267578
"Propose two monomers that form a TSMP with Tg around 100°C, Er near 100 MPa, and containing vinyl(C=C) and hydroxyl(=O) groups.",C=CCc1ccccc1OCC(O)COc2ccccc2Cc3ccc(OCC(O)COc4ccccc4CC(=O)N)cc3,C=C(C)C(=O)OCCOCCOCCOC(=O)C(=C)C,100.0,130.05632,100.0,33.713314,30.056320190429688,-66.28668594360352
"Propose two monomers that form a TSMP with Tg around 100°C, Er near 100 MPa, and containing vinyl(C=C) and hydroxyl(=O) groups.",C=CCc1ccccc1OCC(O)COC(=O)CCCC(C)(C)C,O=c1n(CCS)c(=O)n(CCS)c(=O)n1CCS,100.0,197.50795,100.0,45.064117,97.50794982910156,-54.935882568359375
"Propose two monomers that form a TSMP with Tg around 100°C, Er near 100 MPa, and containing vinyl(C=C) and hydroxyl(=O) groups.",CCCCCCCCC1OC1CCCCCCCC(=O)OCC(COC(=O)CCCCCCCC2OC2CC3OC3CC4OC4CC)OC(=O)CCCCCCCC5OC5CC6OC6CC7OC7CC,O=c1n(CCS)c(=O)n(CCS)c(=O)n1CCS,100.0,164.9868,100.0,37.46301,64.98680114746094,-62.536991119384766
"Propose two monomers that form a TSMP with Tg around 100°C, Er near 100 MPa, and containing vinyl(C=C) and hydroxyl(=O) groups.",C=CCc1ccccc1OCC(O)COC(=O)CS(C)(C)C,CCCC(=O)OCC(CC)(COC(=O)CCS)COC(=O)CCS,100.0,118.19608,100.0,17.358747,18.196083068847656,-82.6412525177002
"Propose two monomers that form a TSMP with Tg around 100°C, Er near 100 MPa, and containing vinyl(C=C) and hydroxyl(=O) groups.",C=C(C)C(=C)OCOCCOC(=O)C(=C)C,C=O,100.0,68.030716,100.0,16.00867,-31.969284057617188,-83.99132919311523
"Propose two monomers that form a TSMP with Tg around 100°C, Er near 100 MPa, and containing vinyl(C=C) and hydroxyl(=O) groups.",C=CCn1c(=O)n(CC=C)c(=O)n(CC=C)c1=O,OOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCC(C)N,100.0,119.25379,100.0,25.155573,19.25379180908203,-74.84442710876465
Design a shape memory polymer with Tg ≈ 150°C and Er ≈ 200 MPa that includes vinyl(C=C) and thiol(CCS) groups.,C=CCc1ccccc1OCC(O)COC(=O)CCCCC(=O)OCC(O)COc2ccccc2CC=C,S(=O)(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)S(=O)(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)S(=O)(=O)OCCOCCO,150.0,348.3595,200.0,86.84604,198.3594970703125,-113.15396118164062
Design a shape memory polymer with Tg ≈ 150°C and Er ≈ 200 MPa that includes vinyl(C=C) and thiol(CCS) groups.,c2cc(OCC1CO1)ccc2Cc4ccc(OCC3CO3)cc4,CC(C)(c5ccc(OCC4CO4)cc5)c7ccc(OCC6CO6)cc7,150.0,106.70406,200.0,34.62504,-43.295936584472656,-165.37496185302734
Design a shape memory polymer with Tg ≈ 150°C and Er ≈ 200 MPa that includes vinyl(C=C) and thiol(CCS) groups.,CCCCCCCCC1OC1CCCCCCCC(=O)OCC(COC(=O)CCCCCCCC2OC2CC3OC3CC4OC4CC)OC(=O)CCCCCCCC5OC5CC6OC6CC7OC7CC,CCCC(=O)OCC(CC)(COC(=O)CCS)COC(=O)CCS,150.0,75.417656,200.0,32.06557,-74.58234405517578,-167.93442916870117
Design a shape memory polymer with Tg ≈ 140°C and Er ≈ 80 MPa that includes thiol(CCS) and vinyl(C=C) groups.,C1OC1COC3COC4C(OC2CO2)COC34,C=CCc1ccccc1OCC(O)COC(=O)CCN,140.0,60.265575,80.0,79.95834,-79.73442459106445,-0.041656494140625
Design a shape memory polymer with Tg ≈ 140°C and Er ≈ 80 MPa that includes thiol(CCS) and vinyl(C=C) groups.,CCCCCCCCC1OC1CCCCCCCC(=O)OCC(COC(=O)CCCCCCCC2OC2CC3OC3CC4OC4CC)OC(=O)CCCCCCCC5OC5CC6OC6CC7OC7CC,C=CCc1ccccc1OCC(O)COC(=O)Cc3ccc(C(=O)OCC(O)COc2ccccc2CC=C)cc3,140.0,97.17016,80.0,39.153515,-42.82984161376953,-40.84648513793945
Design a shape memory polymer with Tg ≈ 140°C and Er ≈ 80 MPa that includes thiol(CCS) and vinyl(C=C) groups.,CC(C)(c3ccc(OCC2CO2)cc3)c6ccc(OCC5CO5)cc6,O=c1n(CCS)c(=O)n(CCS)c(=O)n1CCS,140.0,191.83095,80.0,42.35914,51.83094787597656,-37.64086151123047
Design a shape memory polymer with Tg ≈ 140°C and Er ≈ 80 MPa that includes thiol(CCS) and vinyl(C=C) groups.,C=C(CCS)OCCn1c(=O)n(CCOC(=O)CCS)c(=O)n(CCOC(=O)CCS)c1=O,O,140.0,78.230415,80.0,79.735306,-61.76958465576172,-0.2646942138671875
"Create a thermoset polymer with Tg = 60°C, Er = 100 MPa, and monomers featuring vinyl(C=C) and vinyl(C=C) groups.",C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C,C=CCc1ccccc1OCC(O)COC(=O)Cc3ccc(C(=O)OCC2CO2)cc3,60.0,106.521736,100.0,56.460964,46.52173614501953,-43.53903579711914
"Create a thermoset polymer with Tg = 60°C, Er = 100 MPa, and monomers featuring vinyl(C=C) and vinyl(C=C) groups.",C=CCOCC(COCC=C)(COCC=C)COC(=O)NCC1(C)CC(NC(=O)OCC(COCC=C)(COCC=C)COCC=C)CC(C)(C)C1,CCC(C=C)OCC(COCC(C=C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)N)COCC(C)OCC(C)OCC(C)N,60.0,145.00485,100.0,16.20569,85.00485229492188,-83.79430961608887
"Create a thermoset polymer with Tg = 60°C, Er = 100 MPa, and monomers featuring vinyl(C=C) and vinyl(C=C) groups.",C1OC1COC3COC4C(OC2CO2)COC34,CCC(COC(=O)CCS)(COC(=O)CCS)COC(=O)CCS,60.0,46.47642,100.0,46.978447,-13.523578643798828,-53.02155303955078
"Create a thermoset polymer with Tg = 60°C, Er = 100 MPa, and monomers featuring vinyl(C=C) and vinyl(C=C) groups.",C=CCOCC(CO)(COCC=C)COCC=C,C=CCOCC(CO)CCOCC(CO)CCOCC(CO)CCOCC(CO)CCOCC(CO)CCOCC(CO)CCOCC(CO)CCOCCOCC(CO)CCOCCOCC(CO)CCOCCOCC(CO)CCOCCOCC(CO)CCOCCOCC(CO)CCOCCOCC(CO)CCOCCOCC(CO)CCOCCOCC(CO)CCOCCOCC(CO)CCOCCOCC(CO)CCOCCOCC(CO)CCOCCOCC(CO)CCOCCOCC,60.0,352.94626,100.0,64.12246,292.9462585449219,-35.877540588378906
"Create a thermoset polymer with Tg = 60°C, Er = 100 MPa, and monomers featuring vinyl(C=C) and vinyl(C=C) groups.",O=c1ccc(=O)n1c4ccc(Cc3ccc(n2c(=O)ccc2=O)cc3)cc4,C=CCOC(CC)(CO)CC,60.0,153.87718,100.0,26.75869,93.87718200683594,-73.2413101196289
"Create a thermoset polymer with Tg = 60°C, Er = 100 MPa, and monomers featuring vinyl(C=C) and vinyl(C=C) groups.",C=Cc1ccc(OCC2CO2)cc1,C=CC(C)(c4ccc(OCC3CO3)cc4)c6ccc(OCC5CO5)cc6,60.0,75.182304,100.0,51.15866,15.182304382324219,-48.841339111328125
"Create a thermoset polymer with Tg = 60°C, Er = 100 MPa, and monomers featuring vinyl(C=C) and vinyl(C=C) groups.",C=CC(OCC1CO1)C2CC(C1CO1)CC2,CCCC(=O)OCC(CC)(COC(=O)CCS)COC(=O)CCS,60.0,90.95188,100.0,38.63649,30.951881408691406,-61.36351013183594
"Create a thermoset polymer with Tg = 100°C, Er = 100 MPa, and monomers featuring acrylate(C=C(C=O)) and vinyl(C=C) groups.",C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C,C=CCc1ccccc1OCC(O)COc2ccccc2Cc3ccc(OCC(O)COc4ccccc4CC)cc3,100.0,72.36277,100.0,29.346178,-27.637229919433594,-70.65382194519043
Suggest a polymer system for Tg ≈ 40°C and Er ≈ 80 MPa.,C=C(CCS)OCC(COC(=O)CCS)(COC(=O)CCS)COC(=O)CCSC(=O)NCC1(C)CC(NC(=O)SCCC(=O)OCC(COC(=O)CCS)(COC(=O)CCS)COC(=O)CCS)CC(C)(C)C1,CCCC(=O)OCC(CC)(COC(=O)CCS)COC(=O)CCS,40.0,78.72272,80.0,30.137085,38.72271728515625,-49.8629150390625
Suggest a polymer system for Tg ≈ 40°C and Er ≈ 80 MPa.,C=C(C)C(=O)OCC(O)COc2ccc(C(C)(C)c1ccc(OCC(O)COC(=O)C(=C)C)cc1)cc2,C=CCc1cccc(SCCOCC2CO2)c1,40.0,135.00027,80.0,105.24712,95.00027465820312,25.24712371826172
Suggest a polymer system for Tg ≈ 40°C and Er ≈ 80 MPa.,C=C(CCS)OCC(C)OCC(C)OCC(C)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)=O,O=c1n(CCS)c(=O)n(CCS)c(=O)n1CCS,40.0,220.69737,80.0,32.721992,180.69737243652344,-47.27800750732422
Suggest a polymer system for Tg ≈ 40°C and Er ≈ 80 MPa.,C=CCOCC(CO)(COCC=C)COCC=C,CCCCCCCCCCCS,40.0,54.184704,80.0,13.1307955,14.184703826904297,-66.8692045211792
Suggest a polymer system for Tg ≈ 40°C and Er ≈ 80 MPa.,C=C(CCS)OCC(COC(=O)CCS)(COC(=O)CCS)COC(=O)CCSC(=O)NCC1(C)CC(NC(=O)SCCC(=O)OCC(COC(=O)CCS)(COC(=O)CCS)COC(=O)CCS)CC(C)(C)C1,O=c1n(CCS)c(=O)n(CCS)c(=O)n1CCS,40.0,103.39238,80.0,37.00724,63.39237976074219,-42.992759704589844
Suggest a polymer system for Tg ≈ 40°C and Er ≈ 80 MPa.,C=C(C)C(=O)CC(OCCOC(=O)CC(=C)C)OCCOC(=O)CC(=C)C,C=Cc1cccc(C=C)c1,40.0,121.175995,80.0,39.73647,81.17599487304688,-40.26353073120117
Suggest a polymer system for Tg ≈ 40°C and Er ≈ 80 MPa.,O=c1ccc(=O)n1c4ccc(Cc3ccc(n2c(=O)ccc2=O)cc3)cc4,O=C(C)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C,40.0,197.49898,80.0,40.542377,157.4989776611328,-39.45762252807617
Suggest a polymer system for Tg ≈ 40°C and Er ≈ 80 MPa.,CCCC(=O)OCC(CC)(COC(=O)CCS)COC(=O)CCS,C=C(CCS)OCC(COC(=O)CCS)(COC(=O)CCS)COC(=O)CCS,40.0,50.465496,80.0,34.281094,10.465496063232422,-45.71890640258789
Propose two monomers that form a TSMP with Tg = 100°C and Er = 100 MPa.,CC(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(C)=O,CC(C)(c2ccc(OCCOCCOCCOCC1CO1)cc2)c4ccc(OCCOCCOCCOCC3CO3)cc4,100.0,126.40495,100.0,28.227062,26.404953002929688,-71.7729377746582
Propose two monomers that form a TSMP with Tg = 100°C and Er = 100 MPa.,C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C,NCCNCCN(CCNCCC(CN)CCN)CCN(CCNCCN)CCN(CCN)CCN,100.0,105.78496,100.0,27.726162,5.7849578857421875,-72.27383804321289
Propose two monomers that form a TSMP with Tg = 100°C and Er = 100 MPa.,O=c1ccc(=O)n1c4ccc(Cc3ccc(n2c(=O)ccc2=O)cc3)cc4,CC(C)(C)O,100.0,169.6782,100.0,34.818047,69.67820739746094,-65.18195343017578
Propose two monomers that form a TSMP with Tg = 100°C and Er = 100 MPa.,CC(=O)OCC(O)COc2ccc(CC(=O)OCC1CO1)cc2,CCC(COC(=O)CCS)(COC(=O)CCS)COC(=O)CCS,100.0,60.188652,100.0,35.786667,-39.81134796142578,-64.21333312988281
Propose two monomers that form a TSMP with Tg = 100°C and Er = 100 MPa.,C=C(C)C(=C)OCOCCOC(=O)C(=C)C,CC(N)COCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCC(C)OCC(C)OCC(C)OCC(C)OCC(C)N,100.0,266.69458,100.0,55.579575,166.694580078125,-44.42042541503906
Propose two monomers that form a TSMP with Tg = 100°C and Er = 100 MPa.,C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C,CCCCCCCCCCCCN,100.0,71.5939,100.0,15.0633135,-28.406097412109375,-84.9366865158081
Propose two monomers that form a TSMP with Tg = 100°C and Er = 100 MPa.,O=c1ccc(=O)n1c4ccc(Cc3ccc(n2c(=O)ccc2=O)cc3)cc4,CC(N)COCC(C)COCC(C)COCC(C)COCC(C)COCC(C)COCC(C)N,100.0,97.54199,100.0,26.464167,-2.4580078125,-73.53583335876465
Propose two monomers that form a TSMP with Tg = 100°C and Er = 100 MPa.,C=CCOCC(CO)(COCC=C)COCC=C,CC1(C)CC(N)CC(C)(CN)C1,100.0,48.046352,100.0,20.776545,-51.95364761352539,-79.22345542907715
