SL,SMILE1,SMILE2,Temperature,Prompt,Reactive_groups,Source_File
16,C=CCOC(COCC=C)(COCC=C)COC(=O)NCC1(C)CC(NC(=O)OCC(COCC=C)(COCC=C)COCC=C)CC(C)(C)C1,C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C,1.6,"Provide a pair of monomers suitable for TSMPs, one rich in vinyl(C=C) and the other in hydroxyl(=O) groups.","['C=C', 'C=C(C=O)']",group_generated_responses_s.json
17,C=C(C)C(=O)OCC(O)COc2ccc(C(C)(C)c1ccc(OCC(O)COC(=O)C=C)cc1)cc2,CC(=O)OCCn1c(=O)n(CCOC(=O)C=C)c(=O)n(CCOC(=O)C=C)c1=O,1.6,"Provide a pair of monomers suitable for TSMPs, one rich in vinyl(C=C) and the other in hydroxyl(=O) groups.","['C=C', 'C=C(C=O)']",group_generated_responses_s.json
18,CCCC(=O)OCC(CC)(COC(=O)CCS)COC(=O)CCS,C=C(C)C(=O)OCCOCCOCCOCCOCCOC(=O)C(=C)C,1.6,Design a thermoset shape memory polymer using monomers that include thiol(CCS) and vinyl(C=C) functionalities.,"['CCS', 'C=C']",group_generated_responses_s.json
19,CCSCC(=O)OCC(COC(=O)CCS)(COC(=O)CCS)COC(=O)CCSC(=O)NCC1(C)CC(NC(=O)SCCC(=O)OCC(COC(=O)CCS)(COC(=O)CCS)COC(=O)CCS)CC(C)(C)C1,C=CCn1c(=O)n(CC=C)c(=O)n(CC=C)c1=O,1.6,Design a thermoset shape memory polymer using monomers that include thiol(CCS) and vinyl(C=C) functionalities.,"['CCS', 'C=C']",group_generated_responses_s.json
20,C=C(C)C(=O)OCCOCCOCCOCCOCCOC(=O)C(=C)C,C=Cc1cccc(C=C)c1,1.6,"Provide a pair of monomers suitable for TSMPs, one rich in acrylate(C=C(C=O)) and the other in vinyl(C=C) groups.","['C=C(C=O)', 'C=C']",group_generated_responses_s.json
21,c3cc(N(CC1CO1)CC2CO2)ccc3OCC4CO4,NCCNN,2.0,"Provide a pair of monomers suitable for TSMPs, one rich in epoxy(C1OC1) and the other in imine(NC) groups.","['C1OC1', 'NC']",group_generated_responses_s.json
22,C=CC(=O)OCCn1c(=O)n(CCOC(=O)C=C)c(=O)n(CCOC(=O)C=C)c1=O,C=CSCCn1c(=O)n(CCS)c(=O)n(CCS)c1=O,2.0,Create a monomer pair for TSMPs where one contains vinyl(C=C) groups and the other contains thiol(CCS) groups.,"['C=C', 'CCS']",group_generated_responses_s.json
23,CCSCOCC(CO)(COCC=C)COCC=C,O=c1ccc(=O)n1c4ccc(Cc3ccc(n2c(=O)ccc2=O)cc3)cc4,2.0,Create a monomer pair for TSMPs where one contains vinyl(C=C) groups and the other contains thiol(CCS) groups.,"['C=C', 'C=C(C=O)']",group_generated_responses_s.json
24,CC(COC(=O)CCS)(COC(=O)CCS),C=CCOCC(COCC=C)(COCC=C)COC(=O)NCC1(C)CC(NC(=O)OCC(COCC=C)(COCC=C)COCC=C)CC(C)(C)C1,2.0,"Generate two monomers for a TSMP, ensuring one includes thiol(CCS) groups and the other includes vinyl(C=C) groups.","['CCS', 'C=C']",group_generated_responses_s.json
25,C=C(C)C(=O)OCC(COC(=O)C=C)(COC(=O)C=C)COC(=O)C=C,CC=CCOCC=C,2.0,"Provide a pair of monomers suitable for TSMPs, one rich in acrylate(C=C(C=O)) and the other in vinyl(C=C) groups.","['C=C(C=O)', 'C=C']",group_generated_responses_s.json
26,C=CCOCC(CO)(COCC=C)COCC=C,C=C(C)C(=O)OCCOCCOCCOCCOCCOC(=O)C(=C)C,0.8,Design a shape memory polymer with Tg ≈ 100°C and Er ≈ 100 MPa that includes vinyl(C=C) and hydroxyl(=O) groups.,"['C=C', 'C=C(C=O)']",mix_generated_responses_s.json
27,C=C(C)C(=C)OCC(COC(=O)C(=C)C)(COC(=O)C(=C)C)COC(=O)C(=C)C,C=CCOCC(CO)(COCC=C)COCC=C,1.0,"Create a thermoset polymer with Tg = 140°C, Er = 80 MPa, and monomers featuring thiol(CCS) and vinyl(C=C) groups.","['C=C(C=O)', 'C=C']",mix_generated_responses_s.json
28,C=CCOCC(CO)(COCC=C)COCC=C,C=CC(=O)OCC(COC(=O)C=C)(COC(=O)C=C)COC(=O)C=C,1.0,Design a shape memory polymer with Tg ≈ 60°C and Er ≈ 100 MPa that includes vinyl(C=C) and vinyl(C=C) groups.,"['C=C', 'C=C(C=O)']",mix_generated_responses_s.json
29,CCCCCCCCC1OC1CCCCCCCC(=O)OCC(COC(=O)CCCCCCCC2OC2CC3OC3CC4OC4CC)OC(=O)CCCCCCCC5OC5CC6OC6CC7OC7CC,CCCCCCNCCN,1.3,"Create a thermoset polymer with Tg = 40°C, Er = 80 MPa, and monomers featuring epoxy(C1OC1) and imine(NC) groups.","['C1OC1', 'NC']",mix_generated_responses_s.json
30,C=CCOCC(CO)(COCC=C)COCC=C,C=C(O)C(=O)CCOC(=O)C(=C)C,1.3,"Generate a TSMP with Tg = 100°C and Er = 100 MPa, using functional groups vinyl(C=C) and hydroxyl(=O).","['C=C', 'C=C(C=O)']",mix_generated_responses_s.json
31,c3cc(N(CC1CC1)CC2CO2)ccc3OCC4CO4,C=C(CCS)OCC(COC(=O)CCS)(COC(=O)CCS)COC(=O)CCSC(=O)NCC1(C)CC(NC(=O)SCCC(=O)OCC(COC(=O)CCS)(COC(=O)CCS)COC(=O)CCS)CC(C)(C)C1,1.3,"Generate a TSMP with Tg = 100°C and Er = 100 MPa, using functional groups vinyl(C=C) and hydroxyl(=O).","['C1OC1', 'NC']",mix_generated_responses_s.json
32,C=C(C)C(=O)OCCOCCOCCOCCOCCOC(=O)C(=C)C,C=C(CCS)OCCn1c(=O)n(CCOC(=O)CCS)c(=O)n(CCOC(=O)CCS)c1=O,1.3,"Generate a TSMP with Tg = 140°C and Er = 80 MPa, using functional groups thiol(CCS) and vinyl(C=C).","['C=C', 'CCS']",mix_generated_responses_s.json
33,CCS(COC(=O)CCS)(OCC(COC(=O)CCS)(COC(=O)CCS)COC(=O)CCS)COC(=O)CCS,C=CC(=O)OCCn1c(=O)n(CCOC(=O)C=C)c(=O)n(CCOC(=O)C=C)c1=O,1.3,"Generate a TSMP with Tg = 140°C and Er = 80 MPa, using functional groups thiol(CCS) and vinyl(C=C).","['CCS', 'C=C']",mix_generated_responses_s.json
34,C=CCOCC(COCC=C)(COCC=C)COC(=O)NCC1(C)CC(NC(=O)OCC(COCC=C)(COCC=C)COCC=C)CC(C)(C)C1,C=C(C)C(=O)OCC(COC(=O)C=C)COC(=O)C=C,1.3,Design a shape memory polymer with Tg ≈ 60°C and Er ≈ 100 MPa that includes vinyl(C=C) and vinyl(C=C) groups.,"['C=C', 'C=C(C=O)']",mix_generated_responses_s.json
35,CC(C)(COc3ccc(C(C)(C)c2ccc(OCC(C)OCC1CO1)cc2)cc3)OCC4CO4,CC(N)COCC(C)OCC(C)OCC(C)N,1.6,"Propose two monomers that form a TSMP with Tg around 40°C, Er near 80 MPa, and containing epoxy(C1OC1) and imine(NC) groups.","['C1OC1', 'NC']",mix_generated_responses_s.json
36,C=CCc1ccccc1OCC(O)COC(=O)CCCCC(=O)OCC(O)COc2ccccc2CC=C,CCS(=O)CC(=C)S,1.6,Design a shape memory polymer with Tg ≈ 150°C and Er ≈ 200 MPa that includes vinyl(C=C) and thiol(CCS) groups.,"['C=C', 'CCS']",mix_generated_responses_s.json
37,C=C(C)C(=O)OCC(O)COc2ccc(C(C)(C)c1ccc(OCC(O)COC(=O)C(=C)C)cc1)cc2,CC(C)(COC(=O)CCS)COC(=O)CCS,1.6,Design a shape memory polymer with Tg ≈ 150°C and Er ≈ 200 MPa that includes vinyl(C=C) and thiol(CCS) groups.,"['C=C', 'CCS']",mix_generated_responses_s.json
38,C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C,CCSCOC(=O)CCS,1.6,"Propose two monomers that form a TSMP with Tg around 140°C, Er near 80 MPa, and containing thiol(CCS) and vinyl(C=C) groups.","['C=C', 'CCS']",mix_generated_responses_s.json
39,C=CCc4ccc(OCC1CO1)c(c2cc(CC=C)ccc2OCC3CO3)c4,CCC(COC(=O)CCS)(COC(=O)CCS)COC(=O)CCS,1.6,"Propose two monomers that form a TSMP with Tg around 140°C, Er near 80 MPa, and containing thiol(CCS) and vinyl(C=C) groups.","['C=C', 'CCS']",mix_generated_responses_s.json
40,C=C(C)C(=C)OCOCCOC(=O)C(=C)C,C=CC(=O)OCC(CC)(COC(=O)C=C)COC(=O)C=C,1.6,"Propose two monomers that form a TSMP with Tg around 140°C, Er near 80 MPa, and containing thiol(CCS) and vinyl(C=C) groups.","['C=C', 'C=C(C=O)']",mix_generated_responses_s.json
41,C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C,C=CCOCOCC(COCC=C)(COCC=C)COC(=O)NCC1(C)CC(NC(=O)OCC(COCC=C)(COCC=C)COCC=C)CC(C)(C)C1,1.6,"Generate a TSMP with Tg = 100°C and Er = 100 MPa, using functional groups acrylate(C=C(C=O)) and vinyl(C=C).","['C=C(C=O)', 'C=C']",mix_generated_responses_s.json
42,C=C(C)C(=O)OCCOCCOCCOCCOCCOC(=O)C(=C)C,O=c1n(CCS)c(=O)n(CCS)c(=O)n1CCS,2.0,"Generate a TSMP with Tg = 150°C and Er = 200 MPa, using functional groups vinyl(C=C) and thiol(CCS).","['C=C', 'CCS']",mix_generated_responses_s.json
43,c1ccc3c(c1)c2ccccc2C3(c5ccc(OCCOCC4CO4)cc5)c7ccc(OCCOCC6CO6)cc7,C=C(CCS)OCC(COC(=O)CCS)(COC(=O)CCS)COC(=O)CCSC(=O)NCC1(C)CC(NC(=O)SCCC(=O)OCC(COC(=O)CCS)(COC(=O)CCS)COC(=O)CCS)CC(C)(C)C1,2.0,"Generate a TSMP with Tg = 150°C and Er = 200 MPa, using functional groups vinyl(C=C) and thiol(CCS).","['C1OC1', 'NC']",mix_generated_responses_s.json
44,CC=Cc1cccc(C=C)c1,C=C(CCS)OCCn1c(=O)n(CCOC(=O)CCS)c(=O)n(CCOC(=O)CCS)c1=O,2.0,"Generate a TSMP with Tg = 150°C and Er = 200 MPa, using functional groups vinyl(C=C) and thiol(CCS).","['C=C', 'CCS']",mix_generated_responses_s.json
45,C=C(C)C(=O)OCCOCCOCCOCCOCCOC(=O)C(=C)C,CCC(COC(=O)CCS)(COC(=O)CCS)COC(=O)CCS,2.0,"Suggest a TSMP system that satisfies Tg = 140°C and Er = 80 MPa, incorporating thiol(CCS) and vinyl(C=C) functionalities.","['C=C', 'CCS']",mix_generated_responses_s.json
46,c3cc(N(CC1CC1)CC2CO2)ccc3Cc6ccc(N(CC4CC4)CC5CO5)cc6,CC(N)COCC(C)OCC(C)OCC(C)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCC(C)OCC(C)OCC(C)N,2.0,"Suggest a TSMP system that satisfies Tg = 140°C and Er = 80 MPa, incorporating thiol(CCS) and vinyl(C=C) functionalities.","['C1OC1', 'NC']",mix_generated_responses_s.json
47,O=c1ccc(=O)n1c4ccc(Cc3ccc(n2c(=O)ccc2=O)cc3)cc4,C=COc1cccc(C=CO)c1,2.0,"Propose two monomers that form a TSMP with Tg around 60°C, Er near 100 MPa, and containing vinyl(C=C) and vinyl(C=C) groups.","['C=C(C=O)', 'C=C']",mix_generated_responses_s.json
48,O=c1ccc(=O)n1c4ccc(Cc3ccc(n2c(=O)ccc2=O)cc3)cc4,C=C(C)C(=C)C,2.0,"Generate a TSMP with Tg = 100°C and Er = 100 MPa, using functional groups acrylate(C=C(C=O)) and vinyl(C=C).","['C=C(C=O)', 'C=C']",mix_generated_responses_s.json
