Fixed Monomer 1,Fixed Monomer 2
C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C,CCCC(O)OCC(CC)COC(O)CCC(O)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO
C=CC(=O)OCCn1c(=O)n(CCOC(=O)C=C)c(=O)n(CCOC(=O)C=C)c1=O,CC(C)(C)OCC(O)CC(O)CC(O)CC(O)COC(C)(C)O
C=CCn1c(=O)n(CC=C)c(=O)n(CC=C)c1=O,CC(COc1ccc(OCC(C)OCC(C)OCC2CO2)CC1-COC3CC3)OCC4CO4
C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C,C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C
CC(OCC1CO1)C(CC(C(O)OCC1CO1)C(OCC1CO1)C(O)OCC1CO1)OCC1CO1,CC(C)(C)N
C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C,C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCC(C)=O
C=C(C)C(=O)OCCOC(=O)C(=C)C,C=C(CCS(=O)(=O)N)OCCn1c(=O)n(CCOC(=O)CCS(=O)(=O)N)c(=O)n(CCOC(=O)CCS(=O)(=O)N)c1=O
C=CC(=C)C(=C)OCOCCOCOC(=O)CC(C)=O,C=CCOC(=O)CC(C)(C)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)CC(C)(C)OCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=CC)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)CC(C)(C)OCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=CC)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCC
C=C(C)C(=C)OCOCCOC(=O)C(=C)C,CCC(COC(=O)CCS)(COC(=O)CCS)COC(=O)CCS
C=CC(=O)OCCn1c(=O)n(CCOC(=O)C=C)c(=O)n(CCOC(=O)C=C)c1=O,C=C(C)C(=C)OCOCCOC(=O)CC(C)(C)C
C=C(C)C(=C)OCC(O)COc2ccc(C(C)(C)c1ccc(OCC(O)COC(=O)C(=C)C)cc1)cc2,CC(=O)OCC(CO)(CO)OCC(=O)OCC(COC(=O)C(C)(C)C)(COC(=O)CC(C)(C)C)OCC(=O)OCC(C)(CO)OCC(=O)OCC(C)(CO)OCC(=O)OCC(C)(CO)OCC(=O)OCC(C)(CO)OCC(=O)OCC(C)(CO)OCC(=O)OCC(C)(CO)OCC(=O)OCC(C)(CO)OCC(=O)OCC(C)(CO)OCC(=O)OCC(C)(CO)OCC(=O)OCC(C)(CO)OCC(=O)OCC(C)(CO)OCC(=O)OCC(C)(CO)OCC(=O)OCC(C)(CO)OCC(=O)OCC(C)(CO)OCC(=O)OCC(C)(CO)
C=C(C)C(=C)OCCn1c(=O)n(CCOC(=O)C=C)CN1C(=O)CCOC(=O)C=C,CC(CO)COCC(C)COC(C)CC(O)COCC(C)COC(C)C(C)O
C=CCc1ccccc1OCC(O)COC(=O)CCCCC(=O)OCC(O)COc2ccccc2CC=C,CCCCOCC(C)OCC(C)OCC(C)OCC(C)OCCOCCOCCOCCOCCOCCOCCOCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCCOCCOCCOCCOCCOCCOCCOCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCC(C)OCC(C)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCC(C)OCCOCCOCCOCC(C)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCCOCCOCCOCCOCCOCCO
CC(C)(c2ccc(OCC1CO1)cc2)c4ccc(OCC3CO3)cc4,CC1(C)CC(N)CC(C)(CN)C1
CC(C)(c2ccc(OCC1CO1)cc2)c4ccc(OCC3CO3)cc4,CC(C)(C)N
C=C(C)C(=C)OCOCCOC(=O)C(=C)C,C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCC(C)=O
CC(C)(c2ccc(OCC1CO1)cc2)c4ccc(OCC3CO3)cc4,NCCCOCCOCCCN
CC(C)(c2ccc(OCC1CO1)cc2)c4ccc(OCC3CO3)cc4,CC(N)COCC(C)OCC(C)OCC(C)OCC(C)N
CC(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C,CCCCCCCCC(=O)OCC(CC)(COC(=O)CC(C)C)COC(=O)CC(C)COC(=O)CC(C)COC(=O)CC(C)COC(=O)CC(C)COC(=O)CC(C)COC(=O)CC(C)COC(=O)CC(C)COC(=O)CC(C)COC(=O)CC(C)COC(=O)CC(C)COC(=O)CC(C)COC(=O)CC(C)OCC(CC)(C)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCC
CC1C=CC=C(OCCOCCOCCOCC(O)Cc2ccc(C(C)(C)C)cc2)C=CC(C(C)(C)c2ccc(OCCOCCOCCOC3CCC3)cc2)=CC=COCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OC1,CC1(C)CC2(C)CC1C(=O)OC2(C)C
C=C(C)C(=C)OCOCCOC(=O)C(=C)C,C=C(C)C(=C)OCOCCOC(=O)C(=C)C
CC(C)(C4CCC(OCC(O)COC3CCC(C(C)(C)C2CCC(OCC1CO1)CC2)CC3)CC4)C6CCC(OCC5CO5)CC6,NCCCOCCOCCCN
C=C(C)C(=C)OCOCCOC(=O)C(=C)C,C=C(C)C(=O)OC(C)(C)C
C=CC(=O)OC(C=C)(C=C)C(C)(C)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(C=C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(C=C)(C)C,C=C(C)C(=C)OCC(COC(=O)C)(COC(=O)C)COC(=O)C
CC(C)(c2ccc(OCCOCCOCCOCC1CO1)cc2)c4ccc(OCCOCCOCCC3OCC3)cc4,NCCCN
CC(C)(c2ccc(OCCOCCOCCC1CO1)cc2)c4ccc(OCCOCCC3CO3)cc4,CC(C)(C)N
CC(C)(c2ccc(OCC1CO1)cc2)c4ccc(OCC3CO3)cc4,NCCOCCOCCN
c3cc(N(CC1CO1)CC2CO2)ccc3,CC(N)COCC(CC)(CO)COCC(C)COCC(C)COCC(C)COCC(C)COCC(C)COCC(C)COCC(C)N
CC(C)(c2ccc(OCC1CO1)cc2)c4ccc(OCC3CO3)cc4,CCC(COCC(C)COCC(C)N)(COCC(C)OCC(C)N)COCC(C)OCC(C)N
CC(C)(c2ccc(OCC1CO1)cc2)c4ccc(OCC3CO3)cc4,CCCCCCCCCN
c3cc(N(CC1CO1)CC2CO2)ccc3N(CC4CO4)CC5CO5,CC1(C)CC(N)CC(C)(CN)C1(C)CC(C)(CN)C(CC(C)N)(CC(C)N)CC(C)N
O=C(OCC1CO1)C3CC2OC2CC3OCC4CO4,CC(N)COCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)N
O=C(OCC1CO1)C3CC2OC2CC3OCC4CO4,CC(C)(CNC(=O)OCC(CC)OCC(CC)OCC5CO5)NC(=O)OCC(CC)OCC(CC)OCC(C)OCC(C)OCC(C)OCC(C)OCC(CC)OCC(CC)OCC(CC)OCC(CC)OCC(CC)N
Cc2cc(OCC1CO1)cc(C)c2Cc4cc(OCC3CO3)cc(C)c4,CCC(COCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)N)N
CC(C)(C)N,CCCCOC(O)c1cccc(CCCC)c1O
CC(C)(c2ccc(OCC1CO1)cc2)c4ccc(OCC3CO3)cc4,CCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCN
CC(C)(c2ccc(OCCOCC1CO1)cc2)c4ccc(OCCOCC3CO3)cc4,CC1(C)CC(N)CC(C)(CN)C1(C)C
CC(C)(c2ccc(OCCOCC1CO1)cc2)c4ccc(OCCOCC3CO3)cc4,Nc1cccc(S(=O)(=O)c2cccc(N)c2)c1
