SL,SMILE1,SMILE2,Temperature,Prompt,Reactive_groups,Source_File
24,C=C(C)C(=O)OCC(O)COc2ccc(C(C)(C)c1ccc(OCC(O)COC(=O)C(=C)C)cc1)cc2,CCC(COC(=CCS)COCC)(COC(=CCS)CCS)COC(=CCS)CCC(COCC)(COCC)COCC,2.0,Generate a thermoset shape memory polymer with Tg = 100°C and Er = 100 MPa.,"['C=C', 'CCS']",properties_generated_responses_s.json
25,CCCCCCCCC1OC1CCCCCCCC(=O)OCC(COC(=O)CCCCCCCC2OC2CC3OC3CC4OC4CC)OC(=O)CCCCCCCC5OC5CC6OC6CC7OC7CC,NCCOCCOCCCN,2.0,Generate a thermoset shape memory polymer with Tg = 100°C and Er = 100 MPa.,"['C1OC1', 'NC']",properties_generated_responses_s.json
26,c3cc(N(CC1CO1)CC2CO2)ccc3,COCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)OCC(COCC(C)OCC(C)OCC(C)N)CC(C)OCC(C)OCC(C)N,2.0,Generate a thermoset shape memory polymer with Tg = 60°C and Er = 100 MPa.,"['C1OC1', 'NC']",properties_generated_responses_s.json
27,O=C(OCC1CO1)C3CC2OC2CC3C(=O)OCC4CO4,CC(N)COCC(C)OCC(C)OCC(C)OCC(C)OC(=O)N,2.0,Generate a thermoset shape memory polymer with Tg = 60°C and Er = 100 MPa.,"['C1OC1', 'NC']",properties_generated_responses_s.json
28,CC(C)(c2ccc(OCCOCC1CO1)cc2)c4ccc(OCCOCC3CO3)cc4,CCC(COCC(O)COCC(C)CCCCC)CC(COCC(O)COCC(C)CCCCC)CC(COCC(O)COCC(C)OCC(C)N)CC(CCOCC(O)COCC(C)OCC(C)N)CC(C)OCC(O)C,2.0,Create a thermoset polymer with Tg around 100°C and Er near 100 MPa.,"['C1OC1', 'NC']",properties_generated_responses_s.json
29,c3cc(N(CC1CC1)CC2CO2)ccc3OCC4CO4,CC(N)COCC(C)OCC(C)NCC(C)OCC(C)OCC(C)OCC(C)NCC(C)OCC(C)OCC(C)NCCC1(C)CC(C)(C)C1CC(C)/COCC(C)/COCC(C)/COCC(C)/CCS,2.0,Create a thermoset polymer with Tg around 100°C and Er near 100 MPa.,"['C1OC1', 'NC']",properties_generated_responses_s.json
30,C=C(CCS)OCC(COC(=O)CCS)(COC(=O)CCS)COC(=O)CCSC(=O)NCC1(C)CC(NC(=O)OCC(COC(=O)CCS)(COC(=O)CCS)COC(=O)CCS)CC(C)(C)C1,C=CCOCC(COCC=C)(COCC=C)COC(=O)NCC1(C)CC(NC(=O)OCC(COCC=C)(COCC=C)COCC=C)CC(C)(C)C1,0.8,Suggest a TSMP system with one monomer having thiol(CCS) groups and the other featuring vinyl(C=C) groups.,"['CCS', 'C=C']",group_generated_responses_s.json
32,C=C(CCS)OCC(COC(=O)CCS)(COC(=O)CCS)COC(=O)CCSC(=O)NCC1(C)CC(NC(=O)SCCC(=O)OCC(COC(=O)CCS)(COC(=O)CCS)COC(=O)CCS)CC(C)(C)C1,C=CCOCC(COCC=C)(COCC=C)COC(=O)NCC1(C)CC(NC(=O)SCCC(=O)OCC(COCC=C)(COCC=C)COCC=C)CC(C)(C)C1,0.8,Suggest a TSMP system with one monomer having thiol(CCS) groups and the other featuring vinyl(C=C) groups.,"['CCS', 'C=C']",group_generated_responses_s.json
33,C=C(CCS)OCC(COC(=O)CCS)(COC(=O)CCS)COC(=O)CCSC(=O)NCC1(C)CC(NC(=O)SCCC(=O)OCC(COC(=O)CCS)(COC(=O)CCS)COC(=O)CCS)CC(C)(C)C1,C=CCOCC(COCC=C)(COCC=C)COC(=O)NCC1(C)CC(NC(=O)CSCC=C)CC(C)(C)C1,0.8,Suggest a TSMP system with one monomer having thiol(CCS) groups and the other featuring vinyl(C=C) groups.,"['CCS', 'C=C']",group_generated_responses_s.json
34,C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C,C=C(C)C(=O)OCCOCCOCCOCCOCCOC(=O)C(=C)C,0.8,Suggest a TSMP system with one monomer having vinyl(C=C) groups and the other featuring vinyl(C=C) groups.,"['C=C', 'C=C(C=O)']",group_generated_responses_s.json
35,C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C,C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C,0.8,Suggest a TSMP system with one monomer having vinyl(C=C) groups and the other featuring vinyl(C=C) groups.,"['C=C', 'C=C(C=O)']",group_generated_responses_s.json
37,C=C(C=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C,C=Cc1cccc(C=C)c1,0.8,Create a monomer pair for TSMPs where one contains acrylate(C=C(C=O)) groups and the other contains vinyl(C=C) groups.,"['C=C(C=O)', 'C=C']",group_generated_responses_s.json
38,C=C(C=O)OCC(O)COc2ccc(C(C)(C)c1ccc(OCC(O)COC(=O)C(=C)C)cc1)cc2,C=CCOCC(COCC=C)(COCC=C)COC(=O)NCC1(C)CC(NC(=O)OCC(COCC=C)(COCC=C)COCC=C)CC(C)(C)C1,0.8,Create a monomer pair for TSMPs where one contains acrylate(C=C(C=O)) groups and the other contains vinyl(C=C) groups.,"['C=C(C=O)', 'C=C']",group_generated_responses_s.json
40,C=C(CCS)OCC(COC(=O)CCS)(COC(=O)CCS)COC(=O)CCSC(=O)NCC1(C)CC(NC(=O)OCC(COC(=O)CCS)(COC(=O)CCS)COC(=O)CCS)CC(C)(C)C1,C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C,1.0,Create a monomer pair for TSMPs where one contains thiol(CCS) groups and the other contains vinyl(C=C) groups.,"['CCS', 'C=C']",group_generated_responses_s.json
41,CCS(C=O)OCC(COC(=O)CCS)(COC(=O)CCS)COC(=O)CCS,C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C,1.0,Create a monomer pair for TSMPs where one contains thiol(CCS) groups and the other contains vinyl(C=C) groups.,"['CCS', 'C=C']",group_generated_responses_s.json
42,C=C(CCS)OCC(COC(=O)CCS)(COC(=O)CCS)COC(=O)CCS,C=C(C)C(=C)OCOCCOC(=O)C(=C)C,1.0,Create a monomer pair for TSMPs where one contains thiol(CCS) groups and the other contains vinyl(C=C) groups.,"['CCS', 'C=C']",group_generated_responses_s.json
43,C=C(C=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C,C=CCOCC(COCC=C)(COCC=C)COC(=O)NCC1(C)CC(NC(=O)OCC(COCC=C)(COCC=C)COCC=C)CC(C)(C)C1,1.0,Suggest a TSMP system with one monomer having acrylate(C=C(C=O)) groups and the other featuring vinyl(C=C) groups.,"['C=C(C=O)', 'C=C']",group_generated_responses_s.json
44,C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C,C=CC(=O)OCCCCCCCCCOC(=O)C(=C)C,1.3,Suggest a TSMP system with one monomer having epoxy(C1OC1) groups and the other featuring imine(NC) groups.,"['C=C', 'C=C(C=O)']",group_generated_responses_s.json
45,C=CCc1ccccc1OCC(O)COC(=O)CCCCC(=O)OCC(O)COc2ccccc2CC=C,O=c1n(CCS)c(=O)n(CCS)c1=O,1.3,Create a monomer pair for TSMPs where one contains vinyl(C=C) groups and the other contains thiol(CCS) groups.,"['C=C', 'CCS']",group_generated_responses_s.json
46,C=C(CCS)OCC(COC(=O)CCS)(COC(=O)CCS)COC(=O)CCSC(=O)NCC1(C)CC(NC(=O)SCCC(=O)OCC(COC(=O)CCS)(COC(=O)CCS)COC(=O)CCS)CC(C)(C)C1,C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C,1.3,Create a monomer pair for TSMPs where one contains thiol(CCS) groups and the other contains vinyl(C=C) groups.,"['CCS', 'C=C']",group_generated_responses_s.json
47,C=C(CCS)OCC(COC(=O)CCS)(COC(=O)CCS)COC(=O)CCS,C=C(C)C(=O)OCCOCCOCCOC(=O)C(=C)C,1.3,Create a monomer pair for TSMPs where one contains thiol(CCS) groups and the other contains vinyl(C=C) groups.,"['CCS', 'C=C']",group_generated_responses_s.json
48,O=C(OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C,C=C(CCS)OCC(COC(=O)CCS)(COC(=O)CCS)COC(=O)CCSC(=O)NCC1(C)CC(NC(=O)SCCC(=O)OCC(COC(=O)CCS)(COC(=O)CCS)COC(=O)CCS)CC(C)(C)C1,1.3,Create a monomer pair for TSMPs where one contains thiol(CCS) groups and the other contains vinyl(C=C) groups.,"['C=C', 'CCS']",group_generated_responses_s.json
49,C=Cc1ccccc1OCC(O)COC(=O)CCCCC(=O)OCC(O)COc2ccccc2CC=C,CCC(CCS)OCCn1c(=O)n(CCOC(=O)CCS)c(=O)n(CCOC(=O)CCS)c1=O,1.3,Create a monomer pair for TSMPs where one contains thiol(CCS) groups and the other contains vinyl(C=C) groups.,"['C=C', 'CCS']",group_generated_responses_s.json
50,C=C(C)C(=O)OCC(O)COc2ccc(C(C)(C)c1ccc(OCC(O)COC(=O)C(=C)C)cc1)cc2,C=C(C)C(=O)OCCOCCOCCOCCOC(=O)C(=C)C,1.3,Suggest a TSMP system with one monomer having vinyl(C=C) groups and the other featuring vinyl(C=C) groups.,"['C=C', 'C=C(C=O)']",group_generated_responses_s.json
51,C=C(C)C(=O)OCCOCCOCCOC(=O)C(=C)C,C=C(C)OCCn1c(=O)n(CCOC(=O)CCS)c(=O)n(CCOC(=O)CCS)c1=O,1.3,Suggest a TSMP system with one monomer having vinyl(C=C) groups and the other featuring vinyl(C=C) groups.,"['C=C', 'CCS']",group_generated_responses_s.json
54,O=C(OCCOCCOCCOC(=O)C=CC)C(=O)OCCOCCOCCOC(=O)C(=C)C,O=c1n(CCS)c(=O)n(CCS)c(=O)n1CCS,1.3,Suggest a TSMP system with one monomer having vinyl(C=C) groups and the other featuring vinyl(C=C) groups.,"['C=C', 'CCS']",group_generated_responses_s.json
55,C=C(C)C(=O)OCCOCCOCCOCCOCCOC(=O)C(=C)C,C=Cc1cccc(C=C)c1,1.3,"Provide a pair of monomers suitable for TSMPs, one rich in acrylate(C=C(C=O)) and the other in vinyl(C=C) groups.","['C=C(C=O)', 'C=C']",group_generated_responses_s.json
56,CC(C)(c2ccc(OCCOCCOCCOCCOCCOC1CO1)cc2)c4ccc(OCCOCCOCCOCCOCCOC3CO3)cc4,NCc1cccc(CN)c1,1.6,Design a thermoset shape memory polymer using monomers that include epoxy(C1OC1) and imine(NC) functionalities.,"['C1OC1', 'NC']",group_generated_responses_s.json
57,C=COC(=O)OCC(O)COc2ccc(C(C)(C)c1ccc(OCC(O)COC(=O)C(=C)C)cc1)cc2,O=c1ccc(=O)n1c4ccc(Cc3ccc(n2c(=O)ccc2=O)cc3)cc4,1.6,Create a monomer pair for TSMPs where one contains vinyl(C=C) groups and the other contains hydroxyl(=O) groups.,"['C=C', 'C=C(C=O)']",group_generated_responses_s.json
58,C=C(C=O)OCC(O)COc2ccc(C(C)(C)c1ccc(OCC(O)COC(=O)C(=C)C)cc1)cc2,CCC(COC(=O)CCS)(COC(=O)CCS)COC(=O)CCS,1.6,"Generate two monomers for a TSMP, ensuring one includes vinyl(C=C) groups and the other includes thiol(CCS) groups.","['C=C', 'CCS']",group_generated_responses_s.json
59,C=C(CCS)OCC(COC(=O)CCS)(COC(=O)CCS)COC(=O)CCSC(=O)NCC1(C)CC(NC(=O)SCCC(=O)OCC(COC(=O)CCS)(COC(=O)CCS)COC(=O)CCS)CC(C)(C)C1,C=CCCNn1c(=O)n(CC=C)c(=O)n(CC=C)c1=O,1.6,Design a thermoset shape memory polymer using monomers that include thiol(CCS) and vinyl(C=C) functionalities.,"['CCS', 'C=C']",group_generated_responses_s.json
60,C=C(C)C(=O)OCCOCCOC(=O)C(=C)C,CCC(COC(=O)CCS)(COC(=O)CCS)COC(=O)CCS,1.6,Design a thermoset shape memory polymer using monomers that include thiol(CCS) and vinyl(C=C) functionalities.,"['C=C', 'CCS']",group_generated_responses_s.json
61,CC(COc3ccc(C(C)(C)c2ccc(OCC(C)OCC1CO1)cc2)cc3)OCC4CO4,C=C(CC=C)OCC(COCC(C)OCC(C)OCC(C)N)(COCC(C)OCC(C)OCC(C)N)COCC(C)OCC(C)OCC(C)N,1.6,Create a monomer pair for TSMPs where one contains vinyl(C=C) groups and the other contains vinyl(C=C) groups.,"['C1OC1', 'NC']",group_generated_responses_s.json
62,C=C(C)C(=C)OCOCCOC(=O)C(=C)C,O=C(CCS)OC(C)(COC(=O)CCS)COC(=O)CCSC(=O)NCC1(C)CC(NC(=O)CCS)(C)CC1,1.6,Create a monomer pair for TSMPs where one contains vinyl(C=C) groups and the other contains vinyl(C=C) groups.,"['C=C', 'CCS']",group_generated_responses_s.json
63,C=C(C)C(=O)OCCOCCOCCOCCOCCOC(=O)C(=C)C,C=CCOCC(COCC=C)(COCC=C)COC(=O)NCC1(C)CC(NC(=O)OCC(COCC=C)(COCC=C)COCC=C)CC(C)(C)C1,1.6,Create a monomer pair for TSMPs where one contains vinyl(C=C) groups and the other contains vinyl(C=C) groups.,"['C=C(C=O)', 'C=C']",group_generated_responses_s.json
64,C=C(OCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C,C=CCOCC(CO)(COCC=C)COCC=C,1.6,"Generate two monomers for a TSMP, ensuring one includes acrylate(C=C(C=O)) groups and the other includes vinyl(C=C) groups.","['C=C(C=O)', 'C=C']",group_generated_responses_s.json
65,C=C(C=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C,C=C(C)C(=O)OCCOCCOCCOC(=O)C(=C)C,1.6,"Generate two monomers for a TSMP, ensuring one includes acrylate(C=C(C=O)) groups and the other includes vinyl(C=C) groups.","['C=C', 'C=C(C=O)']",group_generated_responses_s.json
66,C=Cc1cccc(C=C)c1,C=C(CCS)c1cccc(CCS)c1,2.0,"Generate two monomers for a TSMP, ensuring one includes vinyl(C=C) groups and the other includes thiol(CCS) groups.","['C=C', 'CCS']",group_generated_responses_s.json
67,C=C(C)C(=C)OCOCCOC(=O)C(=C)C,C=C(CCS)OC(COC(=O)CCS)(COC(=O)CCS)COC(=O)CCSC(=O)NCC1(C)CC(NC(=O)CS)c1,2.0,"Generate two monomers for a TSMP, ensuring one includes vinyl(C=C) groups and the other includes thiol(CCS) groups.","['C=C', 'CCS']",group_generated_responses_s.json
68,C=CCOCC(CO)(COCC=C)COCC=C,C=C(C=O)CCCCCC(C=O)OCCOCCOCCOC(=O)C(=C)C,2.0,Design a thermoset shape memory polymer using monomers that include acrylate(C=C(C=O)) and vinyl(C=C) functionalities.,"['C=C', 'C=C(C=O)']",group_generated_responses_s.json
69,C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C,C=CCCCCOCCOCOCCOCOCCOCOCCOCOCCOCCOCCOCOCCOCOCCOCCOCCOCCOCCOC(=O)C(=C)C,2.0,Design a thermoset shape memory polymer using monomers that include acrylate(C=C(C=O)) and vinyl(C=C) functionalities.,"['C=C(C=O)', 'C=C']",group_generated_responses_s.json
70,C=C(C=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C,C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C,0.5,"Generate a TSMP with Tg = 100°C and Er = 100 MPa, using functional groups acrylate(C=C(C=O)) and vinyl(C=C).","['C=C', 'C=C(C=O)']",mix_generated_responses_s.json
72,C=C(C=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C,C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C,0.5,"Generate a TSMP with Tg = 100°C and Er = 100 MPa, using functional groups acrylate(C=C(C=O)) and vinyl(C=C).","['C=C', 'C=C(C=O)']",mix_generated_responses_s.json
73,O=c1ccc(=O)n1c4ccc(Cc3ccc(n2c(=O)ccc2=O)cc3)cc4,CC(C)(c2ccc(OCC1CO1)cc2)c4ccc(OCC3CO3)cc4,0.8,"Create a thermoset polymer with Tg = 140°C, Er = 80 MPa, and monomers featuring thiol(CCS) and vinyl(C=C) groups.","['NC', 'C1OC1']",mix_generated_responses_s.json
76,CC(C)(c2ccc(OCCOCCOCCOC1CO1)cc2)c4ccc(OCCOCCOCCC3CO3)cc4,C=C(CCS)OCC(COC(=O)CCS)(COC(=O)CCS)COC(=O)CCSC(=O)NCC1(C)CC(NC(=O)SCCC(=O)OCC(COC(=O)CCS)(COC(=O)CCS)COC(=O)CCS)CC(C)(C)C1,1.0,"Generate a TSMP with Tg = 140°C and Er = 80 MPa, using functional groups thiol(CCS) and vinyl(C=C).","['C1OC1', 'NC']",mix_generated_responses_s.json
77,CC(C/C=C\CC(=O)OCC(O)COc3ccc(C(C)(C)c2ccc(OCC1CO1)cc2)cc3)C(=O)OCC(O)COc6ccc(C(C)(C)c5ccc(OCC4CO4)cc5)cc6,C=CCOCC(COCC=C)(COCC=C)COC(=O)NCC1(C)CC(NC(=O)OCC(COCC=C)(COCC=C)COCC=C)CC(C)(C)C1,1.0,"Generate a TSMP with Tg = 140°C and Er = 80 MPa, using functional groups thiol(CCS) and vinyl(C=C).","['C1OC1', 'NC']",mix_generated_responses_s.json
78,C=C(C)C(=C)OCOCCOC(=O)C(=C)C,C=C(C)C(=O)OCCOCCOCCOCCOCCOC(=O)C(=C)C,1.0,"Create a thermoset polymer with Tg = 60°C, Er = 100 MPa, and monomers featuring vinyl(C=C) and vinyl(C=C) groups.","['C=C', 'C=C(C=O)']",mix_generated_responses_s.json
